경주일자,경주번호,경주장,경주시간,출전번호,마명,과거_경주일자,과거_출전번호,종류,과거_등급,과거_거리,함수율,빠르기,과거_순위,과거_기수,과거_중량,과거_S-1F,과거_G-3F,과거_G-1F,과거_기록,과거_마체중,과거_레이팅
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2024/10/20-8R,8,일,혼4등급,1800,14,5,4,김옥성,55.0,0:14.7,0:39.9,0:13.5,2:00.4,501(9),40
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2024/09/15-8R,9,일,혼4등급,1800,11,3,3,김옥성,52.0,0:14.0,0:40.3,0:14.1,1:58.3,492(-11),39
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/06/07-6R,1,일,국4등급,1700,3,5,2,씨씨웡,55.5,0:15.3,0:38.5,0:13.0,1:52.5,479(-7),41
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/05/18-6R,1,일,혼4등급,1800,11,6,6,씨씨웡,54.5,0:15.8,0:43.3,0:15.7,2:00.4,486(6),41
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/03/30-7R,7,일,국4등급,1700,3,7,3,씨씨웡,53.0,0:15.8,0:39.6,0:13.6,1:51.1,480(-2),40
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/03/02-6R,9,일,국5등급,1700,4,6,1,송재철,56.5,0:15.0,0:39.6,0:13.3,1:52.0,482(2),34
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/02/09-6R,3,일,국5등급,1800,4,7,3,김동수,56.0,0:15.9,0:39.0,0:13.4,2:00.5,480(0),32
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2025/01/12-3R,3,일,국5등급,1400,4,5,3,송재철,55.0,0:14.7,0:39.0,0:13.6,1:29.0,480(5),31
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2024/12/08-4R,5,일,국5등급,1400,13,4,8,송재철,55.0,0:13.9,0:40.5,0:14.6,1:29.7,475(-6),31
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2024/11/10-4R,7,일,국5등급,1700,5,5,5,김용근,55.0,0:14.1,0:40.7,0:14.2,1:52.9,481(9),31
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2024/10/12-4R,5,일,국6등급,1300,3,3,1,송재철,56.0,0:13.6,0:38.2,0:13.6,1:20.7,472(-8),-
2025년07월06일(일),제6경주,서울,14:25,8,에클레어파워,2024/09/14-6R,10,일,국6등급,1300,15,4,3,송재철,56.0,0:14.6,0:38.2,0:13.3,1:22.7,480(-1),-
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2025/06/08-6R,6,일,혼4등급,1600,3,5,5,김효정,52.5,0:13.2,0:43.9,0:16.1,1:45.4,428(6),42
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2025/05/03-8R,10,일,국4등급,1200,18,4,6,김효정,52.5,0:13.5,0:38.9,0:14.0,1:15.2,422(-4),42
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2025/03/02-4R,9,일,국5등급,1200,4,6,1,김효정,54.0,0:14.0,0:37.7,0:13.0,1:15.0,426(2),32
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2025/01/26-4R,11,일,국5등급,1200,3,6,3,김태희,52.0,0:14.2,0:38.5,0:13.3,1:16.5,424(-6),30
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/12/22-6R,5,일,국5등급,1200,6,7,6,김효정,52.5,0:13.8,0:40.1,0:14.2,1:17.0,430(-1),30
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/11/23-5R,4,일,국5등급,1300,4,5,10,김태희,52.0,0:13.4,0:40.3,0:14.5,1:24.6,431(2),30
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/10/12-1R,1,일,국6등급,1000,3,3,1,김효정,54.0,0:13.4,0:37.5,0:13.0,1:01.7,429(-1),-
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/08/31-1R,11,일,국6등급,1200,4,5,8,김효정,53.0,0:13.5,0:39.1,0:13.9,1:16.2,430(6),-
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/08/01-5R,9,주,-,1000,5,-,6,김효정,54.0,0:14.4,0:38.7,0:12.9,1:04.4,429(5),-
2025년07월06일(일),제6경주,서울,14:25,9,벌교그래미,2024/07/04-1R,1,주,-,1000,12,-,5,김효정,54.0,0:13.7,0:39.6,0:14.2,1:04.6,424(0),-
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/06/08-5R,8,일,혼4등급,1200,3,5,6,유승완,52.0,0:14.3,0:37.2,0:13.0,1:15.5,491(-7),36
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/05/11-8R,5,일,국4등급,1200,16,5,8,유승완,54.0,0:13.5,0:39.5,0:14.0,1:16.4,498(0),36
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/04/13-10R,8,일,혼4등급,1200,17,5,5,이용호,52.0,0:13.4,0:39.2,0:14.2,1:15.3,498(-3),36
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/03/15-6R,7,일,국4등급,1200,6,6,6,김용근,52.0,0:14.3,0:38.5,0:13.7,1:16.2,501(-4),37
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/02/08-6R,9,일,국4등급,1400,5,6,7,푸르칸,52.5,0:14.4,0:40.3,0:14.5,1:30.5,505(4),38
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2025/01/04-9R,7,일,국4등급,1400,3,5,7,김용근,53.0,0:14.2,0:38.4,0:13.2,1:28.8,501(-4),38
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2024/12/07-6R,2,일,국5등급,1300,14,3,2,김용근,57.0,0:13.2,0:39.1,0:14.0,1:21.0,505(11),35
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2024/10/27-5R,2,일,국5등급,1300,12,3,1,김용근,54.5,0:13.8,0:37.7,0:12.9,1:20.9,494(3),28
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2024/09/29-5R,10,일,국5등급,1200,4,3,5,김용근,53.5,0:14.5,0:37.4,0:13.2,1:14.7,491(-2),28
2025년07월06일(일),제6경주,서울,14:25,10,나올대왕,2024/08/25-7R,7,일,국5등급,1300,12,5,4,박을운,53.5,0:13.7,0:38.7,0:13.7,1:22.2,493(-2),28
2025년07월06일(일),제7경주,서울,15:15,1,캐롤챗,2025/04/24-3R,1,주,-,1000,13,-,7,김철호,54.0,0:15.5,0:38.1,0:13.1,1:05.1,498(0),-
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2025/03/16-6R,4,일,혼4등급,1200,7,6,10,해리카심,54.0,0:14.7,0:41.1,0:15.3,1:19.2,455(1),37
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2025/02/20-4R,4,주,-,1000,3,-,2,해리카심,54.0,0:14.2,0:37.3,0:12.8,1:02.9,458(4),37
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2025/01/18-9R,11,일,혼4등급,1400,4,6,9,이동하,52.0,0:14.0,0:43.3,0:15.5,1:33.3,454(4),38
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/12/14-9R,5,일,혼4등급,1200,8,7,9,이동하,52.0,0:14.5,0:38.5,0:13.6,1:17.0,450(-3),39
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/11/17-6R,2,일,혼4등급,1200,6,5,9,해리카심,53.0,0:14.3,0:39.7,0:14.4,1:17.1,453(3),40
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/10/10-5R,10,주,-,1000,3,-,1,마이아,55.0,0:14.3,0:38.0,0:13.0,1:03.3,439(-11),40
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/07/28-6R,12,일,혼4등급,1200,12,4,10,해리카심,55.0,0:14.2,0:39.0,0:14.1,1:16.6,450(18),40
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/06/20-3R,9,주,-,1000,2,-,5,해리카심,53.0,0:14.3,0:38.3,0:13.1,1:04.1,433(1),40
2025년07월06일(일),제7경주,서울,15:15,2,문학크라운,2024/05/30-3R,1,주,-,1000,4,-,3,해리카심,53.0,0:15.2,0:37.8,0:12.8,1:04.9,432(0),-
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2025/05/25-6R,6,일,국4등급,1200,8,4,6,임다빈,52.0,0:13.5,0:38.9,0:14.3,1:15.4,456(-2),36
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2025/04/26-6R,3,일,국4등급,1200,8,6,4,임다빈,52.5,0:13.3,0:39.8,0:14.3,1:15.5,458(2),36
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2025/03/15-6R,3,일,국4등급,1200,6,6,4,김태희,51.5,0:13.7,0:39.2,0:13.9,1:15.7,456(4),36
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2025/01/05-8R,8,일,국4등급,1200,7,5,7,송재철,52.0,0:13.7,0:39.2,0:14.2,1:15.9,452(-4),36
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/12/08-5R,10,일,국4등급,1200,13,4,6,이현종,52.0,0:13.9,0:37.8,0:13.3,1:14.2,456(4),37
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/10/20-6R,11,일,국4등급,1200,14,5,9,송재철,52.0,0:14.4,0:38.4,0:13.8,1:16.2,452(9),38
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/08/24-7R,8,일,혼4등급,1200,12,5,10,송재철,52.5,0:13.8,0:39.2,0:14.3,1:16.2,443(-4),38
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/07/13-8R,3,일,혼4등급,1200,9,3,7,정우주,52.0,0:13.3,0:39.2,0:14.4,1:15.5,447(-17),38
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/04/13-5R,6,일,국5등급,1200,4,7,1,이상규,52.5,0:13.5,0:39.6,0:14.2,1:16.1,464(4),32
2025년07월06일(일),제7경주,서울,15:15,3,베스트클론,2024/03/09-4R,4,일,국5등급,1200,4,6,5,이상규,52.5,0:13.8,0:39.0,0:13.9,1:15.9,460(16),32
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2025/04/13-10R,10,일,혼4등급,1200,17,5,8,박태종,52.5,0:14.8,0:38.8,0:14.2,1:16.5,498(-6),38
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2025/03/09-6R,8,일,혼4등급,1200,9,3,5,박태종,52.5,0:15.0,0:37.7,0:13.6,1:15.3,504(-7),38
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2025/02/09-8R,5,일,혼4등급,1200,4,7,6,박태종,52.5,0:14.9,0:38.5,0:13.6,1:16.7,511(9),39
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2024/12/28-2R,4,일,혼4등급,1200,5,6,7,최범현,55.0,0:14.4,0:38.9,0:14.0,1:17.0,502(16),40
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2024/11/01-3R,6,주,-,1000,8,-,3,최범현,55.0,0:14.2,0:36.8,0:12.8,1:02.2,495(9),40
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2024/09/28-3R,9,일,혼4등급,1200,5,3,12,최범현,55.0,0:13.8,0:42.4,0:15.6,1:18.4,486(-2),40
2025년07월06일(일),제7경주,서울,15:15,4,하이퍼선더,2024/08/22-1R,10,주,-,1000,17,-,5,최범현,55.0,0:14.8,0:38.2,0:13.4,1:04.0,488(0),-
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2025/06/08-5R,10,일,혼4등급,1200,3,5,9,김효정,52.5,0:13.5,0:39.1,0:14.4,1:15.7,507(11),39
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2025/05/04-8R,11,일,혼4등급,1200,14,4,5,김효정,53.5,0:13.7,0:40.2,0:14.5,1:16.2,496(-1),39
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2025/03/27-3R,9,주,-,1000,4,-,5,이동하,54.0,0:14.3,0:39.2,0:14.1,1:04.4,494(-3),39
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2025/03/02-7R,10,일,혼4등급,1200,4,6,11,해리카심,53.0,0:14.5,0:39.9,0:14.4,1:17.7,497(-1),39
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2025/01/25-2R,7,일,혼4등급,1200,3,6,9,빅투아르,56.0,0:14.1,0:43.0,0:15.6,1:20.2,498(-10),40
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2024/12/28-2R,10,일,혼4등급,1200,5,6,12,송재철,55.0,0:13.8,0:41.3,0:15.0,1:18.2,508(8),40
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2024/11/01-2R,7,주,-,1000,8,-,2,송재철,54.0,0:13.9,0:38.0,0:13.3,1:03.0,500(23),40
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2024/08/01-3R,9,주,-,1000,5,-,5,송재철,53.0,0:14.4,0:38.4,0:13.3,1:04.1,497(20),40
2025년07월06일(일),제7경주,서울,15:15,5,하남엘도라도,2024/06/13-3R,8,주,-,1000,6,-,4,송재철,54.0,0:14.4,0:37.9,0:13.5,1:03.9,477(0),-
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2025/06/22-9R,5,일,국4등급,1400,12,5,7,장추열,56.0,0:13.5,0:41.3,0:15.1,1:29.3,462(-2),49
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2025/05/10-5R,5,일,혼4등급,1400,20,4,8,푸르칸,56.0,0:13.4,0:41.8,0:15.0,1:29.3,464(-5),50
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2025/04/06-7R,1,일,국4등급,1400,17,2,4,푸르칸,56.5,0:13.8,0:38.9,0:13.8,1:27.2,469(7),50
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2025/03/01-9R,6,일,국3등급,1200,3,6,7,유승완,52.0,0:14.1,0:38.2,0:13.5,1:15.4,462(2),51
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2025/02/15-10R,1,일,혼3등급,1200,4,6,8,김정준,52.0,0:13.7,0:38.7,0:13.7,1:15.3,460(2),51
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2024/12/29-9R,2,일,국3등급,1200,4,4,11,조상범,52.0,0:13.6,0:38.2,0:13.6,1:14.9,458(5),52
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2024/12/01-9R,11,일,국3등급,1200,16,3,6,이혁,52.0,0:13.8,0:37.1,0:12.9,1:13.6,453(-1),53
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2024/10/27-10R,8,일,국3등급,1200,12,3,5,이혁,52.0,0:14.1,0:36.4,0:13.0,1:13.5,454(-4),53
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2024/09/15-9R,3,일,국3등급,1200,11,3,4,송재철,52.0,0:13.5,0:37.2,0:13.4,1:14.0,458(-4),53
2025년07월06일(일),제7경주,서울,15:15,6,하이러너,2024/08/17-8R,6,일,국3등급,1200,3,4,7,송재철,52.0,0:13.6,0:37.5,0:13.3,1:14.1,462(-4),54
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/06/07-8R,5,일,국4등급,1400,3,5,4,빅투아르,52.0,0:13.5,0:40.2,0:14.7,1:28.7,451(-8),37
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/05/10-4R,10,일,국5등급,1400,20,4,1,빅투아르,52.0,0:13.3,0:40.3,0:14.4,1:28.1,459(-11),28
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/04/13-3R,8,일,국5등급,1400,16,5,2,이용호,52.5,0:13.5,0:40.4,0:14.1,1:28.5,470(3),26
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/03/08-3R,9,일,국5등급,1300,11,3,3,이용호,52.0,0:13.6,0:39.0,0:13.8,1:21.0,467(6),25
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/02/09-4R,6,일,국5등급,1300,4,7,4,정정희,52.0,0:13.7,0:39.6,0:13.8,1:23.1,461(-7),25
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2025/01/05-5R,4,일,국5등급,1300,7,5,4,이용호,52.0,0:14.0,0:38.1,0:12.8,1:22.0,468(16),25
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2024/12/07-6R,7,일,국5등급,1300,14,3,9,정정희,52.0,0:13.2,0:40.6,0:14.8,1:22.9,452(2),25
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2024/11/03-5R,7,일,국5등급,1300,7,4,3,이용호,52.0,0:13.4,0:40.0,0:14.3,1:21.9,450(2),23
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2024/10/05-5R,7,일,국5등급,1200,3,3,6,임다빈,52.0,0:13.6,0:39.6,0:14.3,1:15.9,448(5),23
2025년07월06일(일),제7경주,서울,15:15,7,엑설런트마타,2024/08/03-6R,5,일,국5등급,1300,3,3,4,정정희,52.0,0:13.4,0:38.0,0:13.5,1:20.9,443(-3),23
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2025/06/08-5R,1,일,혼4등급,1200,3,5,10,이혁,52.0,0:14.2,0:37.9,0:13.3,1:16.0,454(5),38
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2025/04/26-7R,7,일,혼4등급,1400,8,6,8,임다빈,52.0,0:14.2,0:42.2,0:15.1,1:30.7,449(3),39
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2025/03/22-2R,10,일,혼4등급,1200,5,8,8,박태종,54.5,0:14.3,0:41.5,0:15.2,1:18.5,446(-2),40
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2025/02/22-2R,7,일,혼4등급,1200,3,7,6,장추열,54.5,0:14.5,0:39.1,0:13.9,1:17.6,448(-5),40
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2024/12/12-4R,10,주,-,1000,11,-,5,장추열,55.0,0:15.2,0:38.6,0:13.5,1:04.6,439(-14),40
2025년07월06일(일),제7경주,서울,15:15,8,글로벌파로아,2024/11/01-4R,5,주,-,1000,8,-,4,장추열,55.0,0:14.2,0:38.6,0:13.1,1:04.4,453(0),-
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/06/08-5R,3,일,혼4등급,1200,3,5,4,김태훈,55.5,0:13.4,0:38.4,0:14.1,1:14.8,444(-5),45
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/05/25-6R,2,일,국4등급,1200,8,4,2,김태훈,53.0,0:13.5,0:37.3,0:13.1,1:13.5,449(-3),40
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/05/11-8R,3,일,국4등급,1200,16,5,5,푸르칸,56.0,0:13.7,0:39.1,0:13.5,1:15.6,452(5),40
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/03/23-7R,8,일,혼4등급,1200,4,6,9,푸르칸,54.5,0:13.6,0:41.0,0:15.1,1:17.1,447(-6),41
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/02/27-3R,9,주,-,1000,3,-,1,푸르칸,57.0,0:13.9,0:37.3,0:13.2,1:02.0,453(0),41
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2025/01/05-8R,10,일,국4등급,1200,7,5,8,김태훈,55.0,0:13.8,0:40.7,0:15.0,1:17.5,453(4),42
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2024/11/30-7R,2,일,국4등급,1600,18,3,10,이상규,51.5,0:14.2,0:42.3,0:15.7,1:44.3,449(6),43
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2024/11/09-7R,11,일,국4등급,1200,6,5,7,푸르칸,56.0,0:13.6,0:39.8,0:14.8,1:16.2,443(4),44
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2024/10/17-2R,12,주,-,1000,3,-,2,이상규,57.0,0:14.2,0:38.7,0:14.0,1:03.7,451(12),44
2025년07월06일(일),제7경주,서울,15:15,9,아마존킹,2024/07/20-8R,7,일,혼4등급,1300,11,5,9,이상규,53.0,0:13.5,0:41.2,0:15.0,1:23.0,439(1),44
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2025/06/22-10R,5,일,혼4등급,1400,12,5,6,김동수,52.0,0:14.4,0:39.4,0:14.0,1:29.4,492(-2),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2025/06/05-2R,11,주,-,1000,3,-,2,김동수,56.0,0:14.6,0:38.4,0:13.3,1:04.9,501(7),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/11/24-8R,7,일,혼4등급,1400,4,5,6,김동수,52.0,0:14.2,0:39.3,0:13.6,1:29.1,494(0),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/11/03-8R,9,일,혼4등급,1200,7,4,5,김동수,52.0,0:14.4,0:37.6,0:13.5,1:14.9,494(-2),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/10/13-9R,6,일,혼4등급,1400,3,4,4,김동수,52.0,0:14.5,0:37.8,0:13.1,1:28.0,496(0),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/09/07-7R,7,일,혼4등급,1200,11,5,4,김용근,52.0,0:14.1,0:38.7,0:13.8,1:15.4,496(-13),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/08/24-7R,11,일,혼4등급,1200,12,5,9,유승완,52.0,0:14.2,0:38.4,0:13.7,1:15.7,509(17),37
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/06/16-5R,3,일,혼4등급,1300,5,7,5,조한별,52.0,0:14.5,0:37.1,0:12.9,1:21.8,492(-2),37
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/04/14-11R,6,일,혼4등급,1300,4,5,3,조한별,52.0,0:14.8,0:37.7,0:12.8,1:21.3,494(1),36
2025년07월06일(일),제7경주,서울,15:15,10,월드베리언스,2024/03/17-6R,4,일,혼4등급,1300,3,6,4,조한별,52.0,0:14.1,0:37.6,0:12.9,1:22.2,493(-2),36
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2025/06/08-5R,7,일,혼4등급,1200,3,5,2,이동하,55.5,0:13.3,0:37.7,0:13.6,1:14.0,479(-7),45
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2025/05/10-5R,11,일,혼4등급,1400,20,4,7,마이아,55.5,0:13.4,0:42.0,0:15.1,1:29.1,486(-3),45
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2025/04/19-5R,1,일,혼4등급,1400,8,7,2,마이아,54.5,0:13.7,0:39.0,0:13.5,1:28.3,489(-2),41
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2025/03/23-7R,1,일,혼4등급,1200,4,6,2,해리카심,53.0,0:13.5,0:39.6,0:14.5,1:15.2,491(-4),39
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2025/02/16-7R,10,일,혼4등급,1200,4,6,11,해리카심,54.0,0:13.6,0:43.3,0:16.3,1:19.3,495(14),40
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2024/12/28-2R,8,일,혼4등급,1200,5,6,11,김정준,55.0,0:14.1,0:40.6,0:14.6,1:17.7,481(7),40
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2024/09/14-3R,6,일,혼4등급,1200,16,4,7,이동하,55.0,0:13.3,0:40.6,0:14.6,1:16.2,474(12),40
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2024/08/22-3R,11,주,-,1000,17,-,7,이동하,54.0,0:13.9,0:38.7,0:14.0,1:03.3,476(14),40
2025년07월06일(일),제7경주,서울,15:15,11,스마일링프린스,2024/07/19-2R,5,주,-,1000,18,-,6,이동하,54.0,0:14.2,0:38.2,0:13.3,1:03.9,462(0),-
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2025/05/18-11R,1,일,혼3등급,1200,11,6,10,문정균,52.0,0:13.6,0:40.0,0:14.8,1:16.2,498(2),51
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2025/04/13-11R,10,일,혼3등급,1200,17,5,7,문정균,52.0,0:13.9,0:38.7,0:14.0,1:15.1,496(-3),51
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2025/03/08-9R,4,일,혼3등급,1200,11,3,6,문정균,52.0,0:13.8,0:37.9,0:12.9,1:13.9,499(-2),51
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2025/01/12-10R,7,일,국3등급,1200,3,5,10,이혁,52.0,0:14.5,0:38.1,0:13.3,1:15.4,501(-3),52
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/12/07-9R,5,일,혼3등급,1200,14,3,10,씨씨웡,52.5,0:13.4,0:39.3,0:14.5,1:14.8,504(3),53
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/11/02-10R,6,일,국3등급,1200,7,4,4,문정균,52.0,0:13.2,0:37.9,0:13.6,1:13.5,501(6),53
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/10/12-10R,2,일,국3등급,1400,3,3,9,임다빈,52.0,0:13.3,0:39.8,0:14.5,1:27.6,495(1),53
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/09/07-6R,4,특,국OPEN,1200,11,5,13,트레보,54.0,0:13.1,0:40.1,0:14.9,1:15.6,494(3),53
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/08/04-6R,1,일,혼4등급,1300,3,3,1,장추열,53.5,0:13.5,0:38.0,0:13.6,1:19.3,491(3),41
2025년07월06일(일),제8경주,서울,16:05,1,글로벌코디,2024/07/06-5R,1,일,국4등급,1200,16,4,4,씨씨웡,53.5,0:13.0,0:39.3,0:14.2,1:14.4,488(-5),41
2025년07월06일(일),제8경주,서울,16:05,2,단디,2025/05/03-9R,9,일,혼3등급,1200,18,4,5,김태희,51.0,0:13.5,0:38.5,0:13.9,1:14.7,466(1),51
2025년07월06일(일),제8경주,서울,16:05,2,단디,2025/03/01-9R,9,일,국3등급,1200,3,6,9,빅투아르,52.0,0:14.1,0:38.9,0:14.0,1:15.7,465(8),51
2025년07월06일(일),제8경주,서울,16:05,2,단디,2025/01/04-11R,7,일,혼3등급,1200,3,5,10,조인권,52.0,0:13.9,0:39.7,0:14.5,1:16.4,457(-3),51
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/11/16-10R,8,일,국3등급,1200,6,5,5,빅투아르,52.0,0:13.8,0:37.9,0:13.6,1:14.2,460(-1),51
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/10/05-9R,9,일,국3등급,1200,3,3,6,김정준,52.0,0:13.5,0:38.6,0:14.6,1:13.9,461(0),52
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/07/20-9R,6,일,국3등급,1200,11,5,5,김정준,52.0,0:13.9,0:37.5,0:13.7,1:14.4,461(1),52
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/06/16-10R,8,일,국3등급,1200,4,7,5,김정준,52.0,0:13.7,0:38.9,0:14.4,1:15.4,460(8),52
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/05/30-5R,8,주,-,1000,4,-,2,김정준,54.0,0:14.2,0:38.0,0:13.5,1:03.6,465(5),52
2025년07월06일(일),제8경주,서울,16:05,2,단디,2024/05/23-4R,7,주,-,1000,4,-,93,김정준,55.0,-,-,-,-,460(8),52
