경주일자,경주번호,경주장,경주시간,출전번호,마명,과거_경주일자,과거_출전번호,종류,과거_등급,과거_거리,함수율,빠르기,과거_순위,과거_기수,과거_중량,과거_S-1F,과거_G-3F,과거_G-1F,과거_기록,과거_마체중,과거_레이팅
2025년07월06일(일),제5경주,서울,13:35,3,스타케이,2025/03/13-3R,5,주,-,1000,8,-,7,장추열,57.0,0:17.6,0:37.0,0:12.5,1:05.7,529(-10),29
2025년07월06일(일),제5경주,서울,13:35,3,스타케이,2025/01/23-2R,8,주,-,1000,2,-,3,송재철,57.0,0:16.0,0:37.2,0:12.8,1:04.3,539(-3),29
2025년07월06일(일),제5경주,서울,13:35,3,스타케이,2024/10/26-6R,6,일,국5등급,1400,14,2,11,유승완,54.0,0:17.1,0:41.5,0:15.3,1:33.3,542(17),29
2025년07월06일(일),제5경주,서울,13:35,3,스타케이,2024/06/29-6R,1,일,국5등급,1300,5,4,6,송재철,53.5,0:15.0,0:39.6,0:14.2,1:23.7,525(-10),29
2025년07월06일(일),제5경주,서울,13:35,3,스타케이,2024/05/23-2R,10,주,-,1000,4,-,3,송재철,56.0,0:15.3,0:37.6,0:13.2,1:03.9,509(-4),29
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2025/06/08-4R,8,일,국5등급,1700,3,5,3,서승운,56.0,0:14.9,0:40.2,0:13.6,1:53.0,482(3),33
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2025/05/03-4R,5,일,국5등급,1700,18,4,4,유승완,56.5,0:14.0,0:39.3,0:13.4,1:51.4,479(-3),33
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2025/03/29-5R,5,일,국5등급,1800,3,7,2,유승완,54.5,0:14.1,0:41.8,0:14.4,1:59.5,482(-10),30
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2025/02/23-4R,4,일,국5등급,1200,3,7,7,유승완,54.5,0:14.0,0:39.0,0:13.7,1:16.8,492(2),30
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2025/01/19-5R,5,일,국5등급,1200,3,5,3,유승완,53.5,0:14.1,0:39.0,0:13.5,1:16.0,490(3),28
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2024/12/22-4R,6,일,국5등급,1400,7,7,8,유승완,54.0,0:13.8,0:41.5,0:14.8,1:31.3,487(3),28
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2024/11/16-3R,1,일,국6등급,1400,3,5,2,유승완,56.0,0:13.7,0:39.1,0:13.8,1:29.1,484(-9),-
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2024/10/20-2R,4,일,국6등급,1400,15,5,4,김용근,56.0,0:13.7,0:40.8,0:14.6,1:30.2,493(11),-
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2024/09/14-4R,3,일,국6등급,1300,16,4,4,송재철,56.0,0:13.7,0:39.9,0:14.3,1:22.8,482(-3),-
2025년07월06일(일),제5경주,서울,13:35,4,영원자이언트,2024/08/24-3R,3,일,국6등급,1300,12,5,7,송재철,56.0,0:13.9,0:40.3,0:14.6,1:24.2,485(-7),-
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2025/05/31-5R,4,일,국5등급,1800,4,6,8,문정균,55.0,0:14.3,0:42.2,0:14.4,2:02.2,462(4),35
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2025/05/03-5R,4,일,국5등급,1700,18,4,2,문정균,54.0,0:14.0,0:39.7,0:13.3,1:50.6,458(5),32
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2025/03/29-3R,1,일,국5등급,1400,3,7,3,문정균,54.5,0:14.8,0:40.2,0:14.0,1:31.2,453(6),31
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2025/02/22-6R,11,일,국5등급,1400,3,7,4,문정균,54.0,0:14.2,0:40.6,0:14.6,1:31.6,447(-6),31
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2025/01/18-5R,6,일,국5등급,1400,4,6,10,조상범,54.0,0:14.4,0:40.1,0:14.4,1:30.6,453(0),32
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2024/12/07-4R,4,일,국5등급,1300,14,3,5,문세영,53.5,0:13.8,0:37.5,0:13.1,1:21.3,453(2),32
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2024/11/02-5R,4,일,국5등급,1400,7,4,7,조상범,53.5,0:13.8,0:38.8,0:13.6,1:29.0,451(-2),32
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2024/10/06-4R,6,일,국5등급,1400,3,3,3,조상범,54.0,0:13.8,0:38.3,0:13.4,1:28.3,453(-7),31
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2024/08/31-5R,4,일,국5등급,1300,4,5,2,조상범,53.0,0:14.1,0:38.3,0:13.4,1:21.9,460(4),29
2025년07월06일(일),제5경주,서울,13:35,5,빅브리지,2024/07/20-3R,9,일,국5등급,1300,12,5,2,조상범,52.0,0:13.6,0:39.8,0:14.2,1:22.1,456(5),27
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2025/06/08-4R,1,일,국5등급,1700,3,5,11,김동수,55.0,0:14.8,0:42.2,0:14.5,1:55.8,476(6),31
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2025/03/23-5R,1,일,국5등급,1700,4,6,3,마이아,55.0,0:14.6,0:41.8,0:14.9,1:52.7,470(-10),31
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2025/03/02-6R,11,일,국5등급,1700,4,6,10,마이아,55.0,0:14.3,0:42.5,0:14.7,1:54.1,480(8),31
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2025/02/08-3R,5,일,국6등급,1700,5,6,1,마이아,56.5,0:14.5,0:40.2,0:14.0,1:52.3,472(4),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2025/01/04-3R,2,일,국6등급,1400,3,5,8,조인권,56.5,0:14.6,0:39.8,0:13.8,1:31.6,468(-8),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2024/12/22-2R,10,일,국6등급,1300,7,7,7,김동수,56.0,0:14.5,0:40.2,0:13.9,1:25.4,476(1),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2024/11/16-3R,2,일,국6등급,1400,3,5,10,김동수,56.0,0:14.2,0:41.5,0:14.9,1:32.3,475(-14),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2024/10/27-3R,5,일,국6등급,1400,12,3,9,김동수,56.0,0:14.4,0:40.8,0:14.7,1:31.7,489(10),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2024/06/30-2R,5,일,국6등급,1400,20,2,4,조인권,56.0,0:13.6,0:39.8,0:14.0,1:28.1,479(-5),-
2025년07월06일(일),제5경주,서울,13:35,6,히퍼드롬,2024/05/26-1R,8,일,국6등급,1300,3,7,4,송재철,56.0,0:14.1,0:38.6,0:13.7,1:23.4,484(8),-
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/06/19-5R,10,주,-,1000,9,-,4,김효정,55.0,0:14.5,0:38.5,0:13.4,1:04.3,488(5),23
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/04/19-3R,3,일,국5등급,1400,8,7,7,김효정,52.0,0:14.8,0:40.9,0:14.5,1:31.3,483(2),23
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/04/06-4R,11,일,국5등급,1400,19,2,4,김효정,52.0,0:13.7,0:40.0,0:14.4,1:27.8,481(-1),23
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/03/15-5R,7,일,국5등급,1800,6,6,6,김효정,52.0,0:14.2,0:42.7,0:14.7,2:01.7,482(11),24
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/02/09-6R,10,일,국5등급,1800,4,7,5,김효정,52.0,0:14.4,0:41.3,0:14.0,2:01.7,471(1),24
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2025/01/05-6R,2,일,국5등급,1700,7,5,4,김효정,52.0,0:14.1,0:41.0,0:14.0,1:53.6,470(-3),24
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2024/12/01-4R,10,일,국5등급,1800,17,3,8,이철경,51.0,0:16.8,0:41.1,0:14.0,2:01.2,473(2),24
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2024/11/02-6R,3,일,국5등급,1700,7,4,4,박태종,51.0,0:14.9,0:38.7,0:13.2,1:53.2,471(-3),24
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2024/10/06-5R,11,일,국5등급,1700,3,3,6,이철경,51.0,0:14.6,0:41.2,0:13.8,1:53.4,474(1),25
2025년07월06일(일),제5경주,서울,13:35,7,골든볼,2024/09/12-5R,7,주,-,1000,13,-,6,이철경,54.0,0:14.7,0:36.8,0:12.3,1:02.8,476(3),25
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/06/22-4R,8,일,국5등급,1400,15,5,2,조상범,53.5,0:14.1,0:38.3,0:13.2,1:28.7,465(6),29
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/05/24-2R,1,일,국6등급,1400,13,5,1,조상범,55.0,0:14.6,0:37.7,0:12.9,1:28.2,459(0),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/05/08-3R,7,주,-,1000,9,-,1,조상범,55.0,0:14.9,0:37.3,0:12.5,1:03.7,456(3),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/04/24-3R,4,주,-,1000,13,-,2,조상범,55.0,0:15.1,0:36.6,0:12.5,1:02.8,453(-4),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/04/03-2R,7,주,-,1000,3,-,7,조상범,55.0,0:15.6,0:37.0,0:12.4,1:04.1,457(2),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/03/20-3R,8,주,-,1000,8,-,4,조상범,55.0,0:15.2,0:38.3,0:13.0,1:05.4,455(0),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/03/13-3R,3,주,-,1000,8,-,4,조상범,55.0,0:15.8,0:36.9,0:12.2,1:04.4,455(-4),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2025/01/04-4R,9,일,국6등급,1300,3,5,9,임다빈,55.0,0:15.7,0:38.7,0:13.1,1:24.3,459(2),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2024/12/21-3R,8,일,국6등급,1400,10,8,5,임다빈,54.0,0:14.5,0:39.7,0:13.7,1:31.5,457(4),-
2025년07월06일(일),제5경주,서울,13:35,8,레이디폭스,2024/11/29-1R,9,주,-,1000,19,-,2,이철경,54.0,0:16.2,0:37.9,0:12.9,1:05.4,463(10),-
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/06/15-5R,6,일,국5등급,1800,3,5,3,임다빈,54.0,0:15.0,0:40.1,0:13.1,2:00.3,485(-1),29
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/05/17-5R,7,일,국5등급,1800,16,6,4,임다빈,54.0,0:14.7,0:42.0,0:14.7,2:00.7,486(2),29
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/04/27-4R,4,일,국5등급,1800,7,6,8,장추열,54.5,0:15.6,0:41.0,0:14.2,2:00.4,484(2),30
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/03/08-4R,5,일,국5등급,1700,11,3,6,임다빈,55.0,0:14.6,0:40.1,0:13.7,1:51.4,482(4),31
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/02/09-6R,6,일,국5등급,1800,4,7,6,임다빈,55.5,0:14.7,0:41.2,0:13.8,2:01.9,478(-9),31
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2025/01/05-6R,6,일,국5등급,1700,7,5,3,임다빈,54.5,0:15.1,0:40.0,0:13.5,1:53.4,487(-7),30
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2024/12/15-5R,8,일,국5등급,1700,8,8,10,문세영,54.5,0:15.1,0:41.7,0:14.2,1:55.5,494(0),30
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2024/09/08-4R,2,일,국5등급,1700,11,5,2,문세영,53.5,0:14.9,0:40.1,0:13.7,1:51.9,494(18),27
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2024/08/04-4R,2,일,국5등급,1400,3,3,3,문세영,52.5,0:14.0,0:38.6,0:13.2,1:27.8,476(4),26
2025년07월06일(일),제5경주,서울,13:35,9,최강현마,2024/05/11-6R,7,일,국5등급,1400,8,5,5,정정희,52.5,0:15.3,0:39.8,0:13.8,1:29.9,472(13),26
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2025/06/08-4R,5,일,국5등급,1700,3,5,4,해리카심,53.5,0:14.6,0:40.1,0:14.0,1:53.5,488(-15),32
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2025/05/03-5R,1,일,국5등급,1700,18,4,8,김태희,54.5,0:14.8,0:40.8,0:14.2,1:52.3,503(11),33
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2025/03/20-3R,7,주,-,1000,8,-,3,김태희,55.0,0:15.2,0:38.3,0:13.2,1:05.3,498(6),33
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2025/02/16-5R,1,일,국5등급,1700,4,6,11,김태희,54.0,0:15.2,0:46.2,0:17.1,1:57.8,492(-4),33
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2025/01/19-6R,9,일,국5등급,1800,3,5,3,김태희,54.0,0:15.5,0:40.1,0:13.5,2:01.5,496(-2),32
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2024/12/28-7R,7,일,국5등급,1800,4,6,2,김태희,52.0,0:15.9,0:41.9,0:14.4,2:01.7,498(6),29
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2024/11/17-4R,8,일,국5등급,1700,6,5,4,김태희,53.0,0:15.1,0:39.1,0:13.0,1:53.2,492(2),29
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2024/10/20-5R,7,일,국5등급,1700,14,5,5,김태희,52.0,0:14.5,0:41.6,0:14.1,1:53.6,490(-4),29
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2024/09/15-4R,3,일,국5등급,1700,13,3,1,김태희,51.0,0:14.4,0:38.7,0:13.1,1:53.3,494(4),23
2025년07월06일(일),제5경주,서울,13:35,10,바람살,2024/08/25-9R,6,일,국5등급,1400,12,5,8,김태희,51.0,0:14.0,0:41.0,0:14.9,1:30.3,490(-8),23
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2025/06/01-9R,2,일,국4등급,1700,3,5,4,김성현,55.5,0:13.9,0:41.0,0:14.4,1:52.5,495(11),49
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2025/03/30-7R,11,일,국4등급,1700,3,7,6,김성현,54.5,0:14.0,0:41.7,0:15.0,1:52.0,484(-7),49
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2025/02/23-6R,7,일,국4등급,1700,3,7,4,김성현,54.0,0:14.0,0:42.2,0:14.7,1:52.8,491(2),49
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2025/01/19-9R,1,일,국4등급,1700,3,5,1,유승완,54.5,0:14.1,0:39.7,0:13.4,1:51.8,489(-4),43
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/12/21-8R,6,일,혼4등급,1800,8,8,6,유승완,54.5,0:14.4,0:40.7,0:13.8,2:01.3,493(4),43
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/11/16-9R,3,일,혼4등급,1800,4,5,3,유승완,54.0,0:14.3,0:39.7,0:13.9,1:58.2,489(2),41
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/10/13-8R,9,일,국4등급,1800,3,4,4,유승완,53.0,0:14.1,0:41.0,0:13.7,1:58.9,487(-1),41
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/08/31-7R,10,일,국4등급,1700,4,5,7,유승완,54.0,0:14.1,0:41.2,0:14.4,1:52.7,488(10),42
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/07/28-9R,6,일,국4등급,1300,12,4,9,유승완,55.0,0:13.4,0:41.1,0:14.9,1:23.5,478(-5),42
2025년07월06일(일),제6경주,서울,14:25,1,트리스탄왕자,2024/06/23-9R,2,일,국4등급,1600,15,5,8,유승완,54.0,0:13.3,0:41.2,0:15.1,1:43.6,483(-5),42
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/06/08-6R,2,일,혼4등급,1600,3,5,2,장추열,53.5,0:14.6,0:39.8,0:14.0,1:42.9,466(3),44
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/05/03-7R,1,일,혼4등급,1600,18,4,5,씨씨웡,53.0,0:14.0,0:39.7,0:13.4,1:43.1,463(-1),44
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/04/06-6R,11,일,혼4등급,1700,18,2,5,최범현,53.0,0:14.9,0:40.9,0:13.8,1:50.7,464(0),44
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/03/09-8R,7,일,혼4등급,1700,8,3,4,송재철,53.0,0:14.9,0:38.8,0:12.7,1:52.3,464(-5),44
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/02/08-8R,9,일,혼4등급,1600,5,6,6,마이아,53.0,0:14.5,0:40.1,0:13.9,1:44.4,469(1),44
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2025/01/04-7R,2,일,혼4등급,1600,3,5,3,송재철,52.0,0:14.0,0:38.4,0:13.3,1:42.2,468(3),42
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2024/12/08-7R,9,일,혼4등급,1400,13,4,3,송재철,52.0,0:14.4,0:37.9,0:13.1,1:28.7,465(1),41
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2024/11/03-10R,5,일,혼4등급,1400,7,4,4,박태종,52.0,0:14.1,0:38.2,0:13.4,1:28.0,464(3),41
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2024/09/29-8R,8,일,혼4등급,1600,4,3,6,문세영,52.0,0:14.3,0:38.5,0:13.4,1:41.7,461(8),41
2025년07월06일(일),제6경주,서울,14:25,2,티나케이,2024/08/18-7R,2,일,혼4등급,1600,3,3,2,박태종,51.0,0:14.3,0:38.6,0:13.2,1:42.2,453(-7),38
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2025/06/07-5R,7,일,혼4등급,1800,3,5,7,김태희,51.0,0:15.3,0:41.2,0:13.8,2:00.1,462(3),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2025/05/04-10R,1,일,혼4등급,1800,13,4,10,문정균,52.0,0:14.7,0:42.8,0:14.9,2:00.3,459(10),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2025/04/06-9R,6,일,국4등급,1800,15,2,7,김태희,51.0,0:15.1,0:41.5,0:14.1,1:58.9,449(-12),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2025/03/01-8R,1,일,혼4등급,1800,3,6,7,김효정,52.5,0:15.0,0:41.3,0:13.7,2:00.1,461(-10),37
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2025/01/25-10R,1,일,국4등급,1800,3,6,7,김태희,51.5,0:14.5,0:41.6,0:14.1,2:00.4,471(10),37
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2024/12/29-7R,1,일,국4등급,1800,4,4,3,김태희,51.0,0:15.2,0:40.1,0:13.1,1:59.5,461(-3),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2024/11/16-8R,6,일,국4등급,1700,3,5,4,김태희,52.0,0:15.0,0:38.3,0:12.9,1:52.6,464(1),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2024/10/13-8R,4,일,국4등급,1800,3,4,6,김동수,52.0,0:15.4,0:39.5,0:12.9,1:59.7,463(0),36
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2024/08/31-7R,3,일,국4등급,1700,4,5,6,김태희,51.5,0:14.5,0:39.8,0:13.3,1:52.4,463(4),37
2025년07월06일(일),제6경주,서울,14:25,3,시크릿왕자,2024/07/20-7R,4,일,국4등급,1800,11,5,8,김태희,52.0,0:14.7,0:41.9,0:14.9,2:01.2,459(-1),38
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2025/06/07-6R,5,일,국4등급,1700,3,5,3,정우주,55.5,0:14.8,0:39.8,0:13.6,1:53.3,503(10),41
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2025/05/03-6R,3,일,국4등급,1700,18,4,2,정우주,52.0,0:14.0,0:38.0,0:12.6,1:50.6,493(8),37
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2025/04/05-4R,3,일,국5등급,1700,13,2,1,정우주,57.0,0:14.3,0:38.7,0:13.1,1:49.0,485(-13),31
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2025/03/09-4R,6,일,국5등급,1400,10,3,7,정우주,55.5,0:15.7,0:38.2,0:13.2,1:29.5,498(4),32
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2025/02/06-4R,7,주,-,1000,6,-,7,정우주,56.0,0:14.4,0:38.7,0:13.3,1:04.3,497(3),32
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2024/08/24-5R,6,일,국5등급,1700,12,5,9,임기원,55.0,0:14.3,0:45.1,0:15.9,1:56.1,494(-2),32
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2024/07/20-6R,3,일,국5등급,1700,11,5,3,임기원,54.5,0:14.1,0:41.2,0:14.6,1:51.8,496(0),30
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2024/06/22-7R,9,일,국5등급,1700,19,4,7,다비드,54.5,0:14.0,0:40.5,0:14.2,1:51.9,496(1),30
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2024/05/26-3R,4,일,국6등급,1700,3,7,1,다비드,56.0,0:14.4,0:41.4,0:14.5,1:53.9,495(6),-
2025년07월06일(일),제6경주,서울,14:25,4,캠프데이비드,2024/04/20-1R,8,일,국6등급,1300,10,3,2,다비드,56.0,0:13.9,0:38.6,0:13.5,1:21.9,489(-2),-
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/06/01-9R,8,일,국4등급,1700,3,5,5,빅투아르,56.5,0:14.7,0:41.3,0:14.5,1:53.2,455(-11),47
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/05/03-6R,9,일,국4등급,1700,18,4,7,김성현,54.5,0:14.3,0:38.9,0:13.1,1:52.3,466(9),48
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/03/30-7R,3,일,국4등급,1700,3,7,4,코지,57.0,0:14.4,0:41.0,0:14.4,1:51.3,457(-1),48
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/03/01-7R,4,일,국4등급,1700,3,6,4,코지,57.0,0:14.7,0:41.7,0:14.5,1:53.1,458(1),48
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/02/16-9R,7,일,국4등급,1600,4,6,5,코지,58.0,0:14.1,0:40.7,0:15.0,1:43.4,457(3),48
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2025/01/11-8R,7,일,국4등급,1700,5,5,8,코지,57.0,0:14.5,0:42.7,0:14.6,1:53.5,454(-1),48
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2024/12/22-8R,8,일,국4등급,1700,6,7,2,코지,56.0,0:14.7,0:41.2,0:14.1,1:53.3,455(5),45
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2024/11/16-7R,5,일,국4등급,1400,3,5,5,코지,56.5,0:13.8,0:38.8,0:13.5,1:28.4,450(2),45
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2024/09/29-9R,2,일,국4등급,1400,4,3,6,김성현,51.5,0:13.8,0:39.1,0:14.0,1:28.4,448(0),46
2025년07월06일(일),제6경주,서울,14:25,5,서울최강자,2024/08/17-7R,8,일,혼4등급,1300,3,4,7,이혁,56.0,0:13.9,0:39.6,0:14.2,1:23.7,448(-6),46
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2025/05/03-6R,10,일,국4등급,1700,18,4,8,김정준,52.5,0:14.8,0:38.9,0:13.1,1:52.4,456(-5),38
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2025/03/30-7R,4,일,국4등급,1700,3,7,5,박태종,52.0,0:14.8,0:40.7,0:14.0,1:51.9,461(3),38
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2025/03/01-7R,3,일,국4등급,1700,3,6,2,김정준,52.0,0:15.0,0:40.5,0:13.7,1:52.7,458(0),36
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/12/28-6R,4,일,국5등급,1200,5,6,3,김성현,54.0,0:13.9,0:38.7,0:13.5,1:16.2,458(5),35
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/11/17-9R,1,일,국4등급,1400,6,5,7,김정준,52.0,0:14.3,0:38.7,0:13.7,1:29.0,453(3),35
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/09/29-5R,2,일,국5등급,1200,4,3,4,김정준,57.0,0:13.8,0:38.1,0:13.6,1:14.7,450(0),35
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/08/18-4R,11,일,국5등급,1300,3,3,5,김정준,57.0,0:14.0,0:38.7,0:13.6,1:22.0,450(7),35
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/06/23-4R,4,일,국5등급,1300,18,5,5,김정준,57.0,0:14.1,0:37.9,0:13.6,1:21.9,443(-9),35
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/05/19-4R,7,일,국5등급,1300,8,3,2,김정준,55.0,0:14.7,0:37.3,0:12.7,1:21.4,452(-2),33
2025년07월06일(일),제6경주,서울,14:25,6,탐라최강자,2024/04/21-5R,6,일,국5등급,1200,12,3,5,김정준,56.0,0:14.1,0:38.0,0:13.5,1:14.6,454(-2),33
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/06/07-5R,3,일,혼4등급,1800,3,5,8,김옥성,56.5,0:14.9,0:40.9,0:14.1,2:00.2,495(1),48
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/05/24-6R,3,일,혼4등급,1400,12,5,4,김옥성,57.0,0:14.0,0:40.3,0:14.9,1:29.2,494(-8),48
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/04/27-10R,4,일,국4등급,1700,6,6,11,김옥성,56.5,0:14.4,0:40.7,0:14.1,1:53.0,502(3),48
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/03/16-9R,11,일,혼4등급,1800,6,6,8,김옥성,57.0,0:14.3,0:42.0,0:14.6,2:00.5,499(0),48
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/02/15-9R,3,일,국4등급,1800,4,6,1,김옥성,55.5,0:14.6,0:40.8,0:13.9,1:57.9,499(-3),43
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2025/01/05-9R,9,일,혼4등급,1700,7,5,7,김옥성,55.0,0:14.9,0:40.9,0:14.0,1:53.0,502(4),43
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2024/12/08-8R,8,일,국4등급,1700,13,4,2,김옥성,53.5,0:15.0,0:38.7,0:13.1,1:51.0,498(-4),40
2025년07월06일(일),제6경주,서울,14:25,7,파워에치드,2024/11/09-9R,5,일,국4등급,1800,6,5,4,김옥성,53.0,0:14.2,0:39.6,0:13.7,1:58.7,502(1),40
