경주일자,경주번호,경주장,출전번호,마명,과거_경주일자,과거_출전번호,종류,과거_등급,과거_거리,함수율,빠르기,과거_순위,과거_기수,과거_중량,과거_S-1F,과거_G-3F,과거_G-1F,과거_기록,과거_마체중,과거_레이팅
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/05/05-4R,6,일,국5등급,1400,15,3,1,유현명,56.0,0:13.8,0:39.2,0:13.8,1:26.4,490(1),33
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/03/29-5R,6,일,국5등급,1300,13,7,4,서승운,56.0,0:14.2,0:39.8,0:14.0,1:22.5,489(5),33
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/01/19-5R,8,일,국5등급,1300,15,5,2,김혜선,54.5,0:14.3,0:37.6,0:12.9,1:20.4,484(3),30
2025년07월06일(일),제4경주,부경,9,창창대로,2025/06/15-2R,2,일,국4등급,1600,16,4,2,서강주,56.0,0:14.4,0:39.2,0:13.9,1:40.8,489(0),48
2025년07월06일(일),제4경주,부경,9,창창대로,2025/06/01-4R,9,일,국4등급,1800,2,4,8,이홍락,55.5,0:14.5,0:42.5,0:14.8,2:00.4,489(-3),49
2025년07월06일(일),제4경주,부경,9,창창대로,2025/05/16-7R,5,일,국4등급,1800,10,5,5,이홍락,56.0,0:14.9,0:40.8,0:13.7,1:58.9,492(-4),49
2025년07월06일(일),제4경주,부경,9,창창대로,2025/05/02-5R,6,일,국4등급,1800,18,3,5,이홍락,55.5,0:14.4,0:41.7,0:14.3,1:59.6,496(2),49
2025년07월06일(일),제4경주,부경,9,창창대로,2025/04/06-4R,3,일,국4등급,1600,2,7,10,다실바,58.0,0:14.5,0:41.5,0:14.9,1:43.5,494(1),50
2025년07월06일(일),제4경주,부경,9,창창대로,2025/03/23-5R,5,일,국3등급,1200,2,6,9,이홍락,51.0,0:14.2,0:38.3,0:13.5,1:15.6,493(-9),51
2025년07월06일(일),제4경주,부경,9,창창대로,2025/03/02-6R,8,일,2등급,1200,4,6,10,김동영,52.0,0:14.5,0:37.1,0:13.1,1:15.0,502(4),51
2025년07월06일(일),제4경주,부경,9,창창대로,2025/01/03-9R,9,일,혼3등급,1800,2,9,10,우에다,52.0,0:14.3,0:41.2,0:14.2,1:59.2,498(7),51
2025년07월06일(일),제4경주,부경,9,창창대로,2024/11/10-8R,1,일,국3등급,1800,3,7,10,송경윤,52.0,0:14.3,0:40.9,0:14.2,1:57.7,491(0),51
2025년07월06일(일),제4경주,부경,9,창창대로,2024/08/16-8R,9,일,국3등급,1600,2,4,10,최은경,52.0,0:15.1,0:39.3,0:13.8,1:41.7,491(5),51
2025년07월06일(일),제4경주,부경,10,쿨러닝,2025/05/30-8R,2,일,혼4등급,1600,3,5,3,송경윤,56.5,0:14.4,0:38.4,0:13.2,1:41.1,496(3),46
2025년07월06일(일),제4경주,부경,10,쿨러닝,2025/04/13-3R,4,일,국4등급,1600,17,2,12,이성재,56.5,0:14.1,0:41.8,0:14.7,1:42.7,493(3),47
2025년07월06일(일),제4경주,부경,10,쿨러닝,2025/03/30-4R,5,일,국4등급,1600,2,6,6,송경윤,57.0,0:14.5,0:38.9,0:13.5,1:42.1,490(-4),48
2025년07월06일(일),제4경주,부경,10,쿨러닝,2025/03/07-7R,4,일,국4등급,1400,12,3,6,김효정,57.5,0:14.1,0:38.3,0:13.1,1:27.7,494(26),49
2025년07월06일(일),제4경주,부경,10,쿨러닝,2025/01/12-4R,12,일,혼4등급,1800,2,9,8,다실바,58.0,0:14.4,0:43.5,0:15.6,2:01.3,468(-11),50
2025년07월06일(일),제4경주,부경,10,쿨러닝,2024/12/08-6R,9,일,혼3등급,1600,2,7,12,이효식,52.0,0:14.9,0:40.8,0:14.6,1:43.2,479(-7),50
2025년07월06일(일),제4경주,부경,10,쿨러닝,2024/11/09-3R,7,주,-,1000,4,-,2,다실바,57.0,0:14.4,0:36.8,0:12.9,1:02.7,491(5),50
2025년07월06일(일),제4경주,부경,10,쿨러닝,2024/05/31-7R,10,일,혼4등급,1600,5,6,2,이효식,57.0,0:14.7,0:38.5,0:13.0,1:41.2,486(2),47
2025년07월06일(일),제4경주,부경,10,쿨러닝,2024/05/05-5R,7,일,혼4등급,1600,20,3,3,문세영,57.0,0:14.0,0:38.3,0:13.2,1:39.9,484(-7),46
2025년07월06일(일),제4경주,부경,10,쿨러닝,2024/04/05-6R,3,일,국4등급,1800,12,8,4,이효식,56.5,0:14.2,0:40.5,0:13.6,1:58.5,491(5),46
2025년07월06일(일),제4경주,부경,11,석세스모카,2025/05/30-7R,4,일,혼4등급,1600,3,5,2,최은경,56.5,0:14.0,0:39.2,0:13.9,1:41.2,500(15),46
2025년07월06일(일),제4경주,부경,11,석세스모카,2025/03/22-3R,5,주,-,1000,2,-,3,유광희,57.0,0:14.0,0:37.3,0:12.9,1:02.8,493(8),46
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/11/17-4R,3,일,혼4등급,1800,2,7,9,최은경,56.0,0:13.9,0:40.8,0:14.0,1:58.4,485(-5),47
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/10/13-4R,11,일,혼4등급,1600,3,6,6,최은경,56.5,0:14.2,0:41.3,0:14.1,1:43.4,490(5),48
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/07/14-7R,9,일,혼3등급,1400,20,2,10,송경윤,52.0,0:14.2,0:38.5,0:13.5,1:27.5,485(1),48
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/05/26-6R,1,일,국4등급,1600,2,5,4,최은경,57.0,0:13.8,0:40.8,0:14.5,1:42.3,484(-1),48
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/04/12-5R,10,일,혼4등급,1400,3,7,3,김태현,54.0,0:13.9,0:39.2,0:13.8,1:28.7,485(-4),47
2025년07월06일(일),제4경주,부경,11,석세스모카,2024/02/16-7R,2,일,국4등급,1600,8,6,9,최은경,56.5,0:14.1,0:41.1,0:14.5,1:43.5,489(7),47
2025년07월06일(일),제4경주,부경,11,석세스모카,2023/12/31-5R,6,일,혼4등급,1600,6,6,1,최은경,52.0,0:14.0,0:39.2,0:13.9,1:40.5,482(-3),39
2025년07월06일(일),제4경주,부경,11,석세스모카,2023/11/24-8R,9,일,국4등급,1400,4,6,4,최은경,51.5,0:14.0,0:39.9,0:13.6,1:29.2,485(3),39
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/06/08-7R,6,일,국3등급,1800,2,5,2,김어수,54.0,0:13.7,0:39.5,0:13.3,1:56.2,506(1),54
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/04/27-5R,8,일,국4등급,1800,3,7,1,김어수,57.0,0:14.3,0:39.3,0:13.7,1:59.8,505(11),46
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/03/28-6R,6,일,국4등급,1800,4,7,2,유현명,55.5,0:14.4,0:39.4,0:12.7,1:58.7,494(4),42
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/02/21-8R,10,일,혼4등급,1800,3,8,2,모준호,52.5,0:14.3,0:42.7,0:13.9,1:59.4,490(-4),39
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/01/24-7R,3,일,국4등급,1600,2,8,10,최시대,53.0,0:14.3,0:42.1,0:14.7,1:44.8,494(-7),40
2025년07월06일(일),제5경주,부경,1,포스트맨,2025/01/05-4R,11,일,국4등급,1800,2,7,5,이효식,53.0,0:14.1,0:40.4,0:13.5,1:57.3,501(6),40
2025년07월06일(일),제5경주,부경,1,포스트맨,2024/09/15-4R,7,일,국4등급,1800,3,5,11,채상현,52.5,0:14.8,0:41.8,0:14.3,1:58.5,495(0),40
2025년07월06일(일),제5경주,부경,1,포스트맨,2024/08/11-11R,8,일,혼4등급,1800,4,2,8,채상현,52.5,0:14.3,0:40.7,0:14.0,1:57.1,495(-12),40
2025년07월06일(일),제5경주,부경,1,포스트맨,2024/06/30-4R,8,일,국5등급,1800,20,4,1,채상현,56.0,0:14.1,0:39.8,0:13.1,1:56.5,507(8),33
2025년07월06일(일),제5경주,부경,1,포스트맨,2024/06/02-5R,11,일,국5등급,1600,2,5,2,채상현,54.5,0:13.9,0:38.7,0:13.3,1:41.0,499(-6),30
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/06/22-5R,3,일,혼3등급,1800,17,1,2,모준호,53.0,0:13.7,0:39.2,0:13.3,1:53.9,473(0),54
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/06/08-7R,4,일,국3등급,1800,2,5,3,채상현,54.0,0:13.6,0:40.7,0:13.7,1:57.2,473(3),54
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/05/25-6R,4,일,혼3등급,1800,5,6,9,채상현,54.0,0:13.8,0:42.7,0:14.4,1:59.6,470(-1),55
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/05/11-6R,3,일,혼3등급,1800,8,6,4,모준호,54.0,0:13.9,0:41.4,0:14.2,1:59.1,471(-4),55
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/04/25-8R,4,일,국3등급,1800,7,7,4,다실바,54.0,0:13.8,0:43.9,0:14.6,2:00.2,475(3),55
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/04/04-7R,4,일,혼3등급,1800,2,6,7,모준호,54.0,0:13.7,0:40.3,0:13.9,1:57.5,472(0),56
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/03/16-5R,5,일,국3등급,1800,8,5,9,전진구,56.0,0:14.2,0:44.4,0:15.3,1:59.3,472(-6),57
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/03/02-5R,1,일,혼3등급,1800,4,6,10,먼로,55.0,0:13.8,0:41.7,0:13.9,1:59.3,478(0),58
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/02/09-5R,3,일,국3등급,1800,3,9,10,전진구,55.5,0:13.9,0:44.5,0:15.0,2:00.9,478(2),58
2025년07월06일(일),제5경주,부경,2,소리태풍,2025/01/03-9R,5,일,혼3등급,1800,2,9,3,전진구,55.0,0:13.9,0:40.2,0:13.5,1:57.8,476(2),57
2025년07월06일(일),제5경주,부경,3,아잔타,2025/06/13-8R,1,일,국3등급,1600,2,6,8,진겸,55.5,0:14.1,0:40.9,0:15.1,1:41.6,489(7),61
2025년07월06일(일),제5경주,부경,3,아잔타,2025/04/13-6R,4,특,혼OPEN,1800,16,2,2,정도윤,56.0,0:13.7,0:38.7,0:13.2,1:54.0,482(-11),53
2025년07월06일(일),제5경주,부경,3,아잔타,2025/03/16-5R,4,일,국3등급,1800,8,5,5,모준호,52.0,0:14.4,0:42.8,0:14.4,1:57.9,493(-2),53
2025년07월06일(일),제5경주,부경,3,아잔타,2025/01/19-5R,5,일,국3등급,1600,2,7,6,이성재,52.0,0:13.8,0:41.3,0:14.8,1:42.7,495(5),54
2025년07월06일(일),제5경주,부경,3,아잔타,2024/12/22-5R,8,일,국3등급,1800,2,6,9,정도윤,52.0,0:13.9,0:43.2,0:15.5,1:58.7,490(4),54
2025년07월06일(일),제5경주,부경,3,아잔타,2024/11/29-8R,7,일,국3등급,1800,10,8,3,진겸,52.0,0:14.0,0:42.5,0:14.7,1:56.6,486(0),53
2025년07월06일(일),제5경주,부경,3,아잔타,2024/11/10-7R,2,일,국4등급,1600,3,7,1,정도윤,53.0,0:14.2,0:40.6,0:14.2,1:41.3,486(-1),43
2025년07월06일(일),제5경주,부경,3,아잔타,2024/09/01-5R,5,일,혼4등급,1400,3,3,8,이효식,52.5,0:14.2,0:40.0,0:14.8,1:28.4,487(8),44
2025년07월06일(일),제5경주,부경,3,아잔타,2024/08/02-11R,9,일,국4등급,1800,2,2,10,유현명,53.0,0:13.8,0:42.2,0:15.6,1:57.4,479(-11),45
2025년07월06일(일),제5경주,부경,3,아잔타,2024/05/05-6R,10,대,국OPEN,1800,20,3,10,최시대,55.0,0:14.5,0:42.5,0:14.9,1:56.8,490(2),45
2025년07월06일(일),제5경주,부경,4,가속제일,2025/06/08-7R,3,일,국3등급,1800,2,5,6,전진구,52.0,0:14.7,0:40.1,0:13.5,1:57.7,511(-1),50
2025년07월06일(일),제5경주,부경,4,가속제일,2025/05/11-6R,6,일,혼3등급,1800,8,6,3,전진구,52.0,0:14.8,0:39.9,0:13.5,1:58.4,512(3),49
2025년07월06일(일),제5경주,부경,4,가속제일,2025/04/04-7R,2,일,혼3등급,1800,2,6,2,전진구,52.0,0:14.8,0:39.6,0:13.4,1:57.0,509(16),46
2025년07월06일(일),제5경주,부경,4,가속제일,2025/03/14-7R,10,일,국4등급,1800,3,7,4,이성재,56.5,0:14.5,0:40.7,0:13.8,1:57.9,493(-4),46
2025년07월06일(일),제5경주,부경,4,가속제일,2025/02/14-8R,3,일,국4등급,1800,8,8,6,이성재,56.5,0:14.9,0:39.6,0:13.2,1:59.0,497(2),46
2025년07월06일(일),제5경주,부경,4,가속제일,2025/01/12-4R,8,일,혼4등급,1800,2,9,2,이성재,55.0,0:14.6,0:41.9,0:14.9,2:00.1,495(8),44
2025년07월06일(일),제5경주,부경,4,가속제일,2024/12/20-7R,11,일,국4등급,1800,2,6,3,이성재,54.5,0:14.5,0:40.4,0:13.6,1:57.7,487(-5),43
2025년07월06일(일),제5경주,부경,4,가속제일,2024/11/17-4R,9,일,혼4등급,1800,2,7,12,최시대,54.5,0:15.3,0:40.0,0:13.7,1:59.1,492(-7),44
2025년07월06일(일),제5경주,부경,4,가속제일,2024/08/16-7R,10,일,국4등급,1800,2,4,7,이성재,55.5,0:14.6,0:39.1,0:13.0,1:56.3,499(2),45
2025년07월06일(일),제5경주,부경,4,가속제일,2024/07/19-6R,7,일,국4등급,1800,19,3,9,김태현,53.5,0:14.4,0:40.6,0:13.8,1:57.5,497(-9),45
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/06/21-2R,9,주,-,1000,6,-,2,다나카,56.0,0:14.0,0:36.1,0:12.7,1:01.2,447(10),54
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/06/08-7R,1,일,국3등급,1800,2,5,9,이현종,54.0,0:14.4,0:40.5,0:13.6,1:58.6,437(-8),54
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/05/02-5R,2,일,국4등급,1800,18,3,1,다실바,55.5,0:14.1,0:39.8,0:13.5,1:57.0,445(0),45
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/03/09-4R,3,일,혼4등급,1800,10,4,3,서승운,55.5,0:14.5,0:39.1,0:13.2,1:57.4,445(2),44
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/02/14-8R,12,일,국4등급,1800,8,8,4,서승운,55.5,0:14.3,0:40.3,0:13.4,1:58.3,443(-2),44
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/01/24-8R,10,일,혼4등급,1800,2,8,6,서승운,55.5,0:15.1,0:39.3,0:13.1,1:59.6,445(-9),45
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2025/01/05-4R,5,일,국4등급,1800,2,7,4,다실바,55.5,0:14.8,0:39.9,0:13.4,1:57.1,454(1),45
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2024/12/08-4R,8,일,국4등급,1800,2,7,3,박재이,55.0,0:14.3,0:41.6,0:14.2,1:58.4,453(0),44
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2024/11/17-4R,4,일,혼4등급,1800,2,7,2,박재이,53.0,0:14.6,0:38.4,0:13.0,1:56.8,453(4),41
2025년07월06일(일),제5경주,부경,5,블랙팰컨,2024/10/18-5R,6,일,국5등급,1800,11,3,1,박재이,56.0,0:14.1,0:39.6,0:12.9,1:54.8,449(18),33
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/06/22-5R,10,일,혼3등급,1800,17,1,5,채상현,52.0,0:13.9,0:39.2,0:13.3,1:54.3,450(6),55
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/05/18-1R,8,일,국3등급,1800,11,6,2,이성재,52.0,0:14.6,0:40.0,0:13.3,1:57.9,444(7),53
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/04/13-6R,2,특,혼OPEN,1800,16,2,4,이성재,56.0,0:14.3,0:38.9,0:13.2,1:54.9,437(-2),53
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/03/16-5R,3,일,국3등급,1800,8,5,4,먼로,52.0,0:14.5,0:42.6,0:14.3,1:57.8,439(2),53
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/02/09-5R,6,일,국3등급,1800,3,9,3,먼로,52.0,0:14.5,0:41.1,0:13.7,1:58.0,437(2),52
2025년07월06일(일),제5경주,부경,6,솔레다드,2025/01/05-4R,12,일,국4등급,1800,2,7,2,이성재,55.5,0:14.5,0:39.7,0:13.2,1:56.6,435(-3),49
2025년07월06일(일),제5경주,부경,6,솔레다드,2024/12/08-4R,2,일,국4등급,1800,2,7,10,이성재,56.0,0:14.4,0:42.5,0:14.7,1:59.8,438(7),50
2025년07월06일(일),제5경주,부경,6,솔레다드,2024/11/09-1R,9,주,-,1000,4,-,1,이성재,55.0,0:14.4,0:38.1,0:13.4,1:04.0,443(-4),50
2025년07월06일(일),제5경주,부경,6,솔레다드,2024/10/26-4R,4,주,-,1000,7,-,4,이성재,55.0,0:14.4,0:37.3,0:13.1,1:03.1,447(16),50
2025년07월06일(일),제5경주,부경,6,솔레다드,2024/04/26-6R,5,일,혼4등급,1800,8,7,10,채상현,56.0,0:14.0,0:44.0,0:15.2,2:01.4,431(6),50
2025년07월06일(일),제5경주,부경,7,브리도위저드,2025/06/07-4R,7,주,-,1000,2,-,4,진겸,56.0,0:14.2,0:37.2,0:13.1,1:02.6,452(15),59
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/11/29-8R,4,일,국3등급,1800,10,8,1,우에다,52.0,0:13.9,0:42.3,0:14.4,1:56.4,437(4),53
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/10/04-6R,1,일,혼4등급,1800,5,5,1,우에다,53.5,0:13.8,0:39.3,0:12.9,1:53.8,433(4),43
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/09/01-6R,4,일,국4등급,1800,3,3,1,우에다,52.0,0:13.7,0:39.7,0:13.2,1:55.2,429(-11),36
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/08/11-9R,3,일,국4등급,1300,4,2,5,진겸,52.0,0:14.1,0:37.5,0:13.1,1:19.5,440(2),36
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/07/14-5R,2,일,국4등급,1200,20,2,7,모준호,52.0,0:13.4,0:36.8,0:12.8,1:12.7,438(-7),36
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/06/30-6R,2,일,혼4등급,1400,18,4,5,진겸,52.0,0:13.7,0:39.6,0:13.7,1:27.4,445(9),36
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/06/02-4R,9,일,국5등급,1300,2,5,2,서승운,56.5,0:13.8,0:38.1,0:13.2,1:20.5,436(3),34
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/05/10-5R,1,일,국5등급,1200,5,5,2,박재이,56.0,0:13.9,0:38.1,0:13.1,1:15.1,433(-5),31
2025년07월06일(일),제5경주,부경,7,브리도위저드,2024/04/05-4R,11,일,국5등급,1200,12,8,3,서승운,54.5,0:13.9,0:39.0,0:13.4,1:15.9,438(5),29
2025년07월06일(일),제5경주,부경,8,콩코드파크,2025/03/09-4R,8,일,혼4등급,1800,10,4,1,다실바,56.0,0:14.6,0:38.9,0:13.0,1:56.7,451(-6),45
2025년07월06일(일),제5경주,부경,8,콩코드파크,2025/01/17-7R,5,일,국4등급,1800,2,8,7,이성재,55.5,0:14.9,0:41.5,0:14.1,1:59.4,457(4),45
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/12/27-6R,11,일,국4등급,1400,2,7,3,이성재,55.0,0:14.7,0:38.6,0:13.3,1:29.0,453(6),44
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/11/01-7R,4,일,혼4등급,1800,20,4,4,이성재,55.0,0:14.5,0:40.0,0:13.2,1:55.8,447(3),44
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/10/18-6R,3,일,혼4등급,1800,12,3,3,이성재,54.5,0:14.5,0:39.4,0:13.0,1:55.3,444(2),43
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/08/11-11R,7,일,혼4등급,1800,4,2,5,진겸,54.0,0:14.5,0:39.2,0:13.2,1:56.1,442(-4),43
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/07/05-6R,1,일,혼4등급,1800,5,6,5,정도윤,55.5,0:15.1,0:41.2,0:14.1,1:58.2,446(-4),43
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/06/09-5R,3,일,혼4등급,1800,15,2,7,윤형석,55.0,0:15.0,0:40.8,0:13.4,1:56.1,450(-4),43
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/04/14-6R,9,일,혼4등급,1800,2,5,6,다실바,54.5,0:14.4,0:41.4,0:14.0,1:58.3,454(-8),43
2025년07월06일(일),제5경주,부경,8,콩코드파크,2024/03/17-4R,5,일,국5등급,1800,4,7,1,다실바,56.0,0:14.5,0:42.0,0:14.4,1:59.9,462(-6),34
2025년07월06일(일),제5경주,부경,9,초격차,2025/05/23-3R,4,일,혼4등급,1800,2,5,1,서승운,57.0,0:14.3,0:38.3,0:13.0,1:56.3,516(8),48
2025년07월06일(일),제5경주,부경,9,초격차,2025/04/13-3R,1,일,국4등급,1600,17,2,3,서승운,56.0,0:13.9,0:39.1,0:13.6,1:38.6,508(-17),46
2025년07월06일(일),제5경주,부경,9,초격차,2025/02/23-6R,5,대,국OPEN,1400,3,9,9,유현명,57.0,0:14.4,0:41.2,0:14.6,1:30.4,525(9),46
2025년07월06일(일),제5경주,부경,9,초격차,2025/01/24-8R,6,일,혼4등급,1800,2,8,4,최은경,55.5,0:14.2,0:38.6,0:12.8,1:58.1,516(-6),46
2025년07월06일(일),제5경주,부경,9,초격차,2024/12/22-3R,10,일,국5등급,1600,2,6,1,최은경,54.5,0:13.9,0:39.4,0:13.9,1:39.7,522(10),32
2025년07월06일(일),제5경주,부경,9,초격차,2024/11/15-3R,10,일,국6등급,1400,2,6,1,최은경,55.0,0:14.1,0:38.1,0:13.3,1:27.3,512(7),-
2025년07월06일(일),제5경주,부경,9,초격차,2024/09/15-1R,7,일,국6등급,1200,3,5,2,최은경,55.0,0:14.2,0:37.8,0:13.3,1:15.8,505(-3),-
2025년07월06일(일),제5경주,부경,9,초격차,2024/07/12-1R,11,일,국6등급,1000,12,3,4,최은경,55.0,0:13.8,0:36.2,0:12.5,1:01.7,508(10),-
2025년07월06일(일),제5경주,부경,9,초격차,2024/06/08-3R,3,주,-,1000,2,-,6,최은경,53.0,0:14.5,0:38.3,0:13.2,1:04.6,498(0),-
2025년07월06일(일),제5경주,부경,10,석세스풀,2025/04/25-8R,3,일,국3등급,1800,7,7,5,서강주,54.5,0:14.2,0:43.3,0:14.6,2:00.7,477(0),58
2025년07월06일(일),제5경주,부경,10,석세스풀,2025/03/21-8R,2,일,혼3등급,1800,3,7,3,박재이,55.0,0:14.2,0:42.3,0:14.4,1:58.1,477(3),57
2025년07월06일(일),제5경주,부경,10,석세스풀,2025/02/16-5R,10,일,혼3등급,1800,7,8,8,모준호,54.0,0:14.1,0:43.1,0:14.6,2:01.6,474(5),58
2025년07월06일(일),제5경주,부경,10,석세스풀,2025/01/10-8R,4,일,국3등급,1800,2,9,5,모준호,54.5,0:14.1,0:41.1,0:13.9,1:58.6,469(6),58
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/12/06-8R,7,일,국3등급,1800,2,7,2,모준호,52.5,0:14.2,0:41.0,0:13.8,1:57.2,463(-1),55
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/10/25-8R,9,일,혼3등급,1800,8,6,5,전진구,53.0,0:14.1,0:39.0,0:13.2,1:54.9,464(-15),55
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/08/30-8R,10,일,혼3등급,1400,4,5,9,송경윤,52.0,0:14.4,0:38.2,0:13.3,1:28.1,479(1),55
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/08/02-13R,8,일,혼3등급,1200,2,2,5,송경윤,53.5,0:13.8,0:36.9,0:13.0,1:13.0,478(-5),55
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/04/12-5R,7,일,혼4등급,1400,3,7,1,박재이,54.5,0:14.2,0:38.7,0:13.5,1:27.4,483(-2),44
2025년07월06일(일),제5경주,부경,10,석세스풀,2024/03/01-7R,11,일,혼4등급,1200,16,4,3,박재이,54.5,0:13.7,0:37.1,0:12.7,1:13.8,485(0),43
2025년07월06일(일),제5경주,부경,11,서부비전,2025/06/13-8R,2,일,국3등급,1600,2,6,6,먼로,53.5,0:14.2,0:39.4,0:13.5,1:41.2,510(-1),53
2025년07월06일(일),제5경주,부경,11,서부비전,2025/05/16-7R,7,일,국4등급,1800,10,5,2,다나카,57.5,0:14.2,0:39.0,0:12.9,1:56.7,511(-1),48
2025년07월06일(일),제5경주,부경,11,서부비전,2025/04/20-5R,8,일,혼4등급,1800,6,8,2,다나카,56.0,0:14.0,0:39.5,0:13.0,1:58.4,512(3),45
2025년07월06일(일),제5경주,부경,11,서부비전,2025/03/14-7R,11,일,국4등급,1800,3,7,2,다나카,54.5,0:14.0,0:40.2,0:13.5,1:57.5,509(2),42
2025년07월06일(일),제5경주,부경,11,서부비전,2025/02/21-7R,11,일,혼4등급,1800,3,8,4,이성재,54.0,0:14.4,0:41.3,0:13.9,1:59.3,507(10),42
2025년07월06일(일),제5경주,부경,11,서부비전,2025/01/12-4R,9,일,혼4등급,1800,2,9,6,이현종,54.5,0:14.3,0:43.7,0:15.6,2:01.3,497(5),43
2025년07월06일(일),제5경주,부경,11,서부비전,2024/12/13-8R,8,일,혼4등급,1800,2,7,6,유현명,55.5,0:14.2,0:42.7,0:14.7,1:59.3,492(-1),44
2025년07월06일(일),제5경주,부경,11,서부비전,2024/11/22-6R,9,일,국4등급,1800,2,6,12,최시대,55.5,0:14.3,0:40.2,0:13.4,1:58.3,493(5),45
2025년07월06일(일),제5경주,부경,11,서부비전,2024/10/27-5R,3,일,국4등급,1800,6,5,5,박재이,54.5,0:13.8,0:41.8,0:14.4,1:55.9,488(-1),45
2025년07월06일(일),제5경주,부경,11,서부비전,2024/09/29-5R,4,일,국4등급,1600,2,6,7,유현명,55.5,0:14.3,0:40.0,0:14.1,1:44.1,489(-1),46
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2025/06/08-8R,3,일,2등급,1200,2,5,3,송경윤,54.0,0:13.6,0:37.8,0:13.7,1:13.5,471(3),75
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2025/04/27-8R,6,대,혼OPEN,1400,6,6,13,송경윤,56.0,0:13.3,0:40.1,0:14.4,1:27.7,468(-2),75
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2025/04/04-8R,7,일,2등급,1400,2,6,1,송경윤,52.0,0:13.8,0:39.4,0:14.0,1:27.0,470(-2),70
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2025/03/02-6R,3,일,2등급,1200,4,6,2,송경윤,52.0,0:13.6,0:37.1,0:13.0,1:13.3,472(-1),68
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2025/01/24-9R,11,일,2등급,1200,2,8,9,송경윤,52.0,0:13.6,0:40.0,0:14.7,1:16.0,473(1),69
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2024/12/22-6R,10,일,2등급,1400,2,6,11,송경윤,52.0,0:13.7,0:42.2,0:15.2,1:30.2,472(0),69
2025년07월06일(일),제6경주,부경,1,퍼펙트액션,2024/11/22-8R,10,일,2등급,1600,2,6,10,진겸,52.0,0:14.6,0:41.5,0:14.8,1:43.1,472(3),69
