경주일자,경주번호,경주장,출전번호,마명,과거_경주일자,과거_출전번호,종류,과거_등급,과거_거리,함수율,빠르기,과거_순위,과거_기수,과거_중량,과거_S-1F,과거_G-3F,과거_G-1F,과거_기록,과거_마체중,과거_레이팅
2025년07월06일(일),제3경주,부경,3,닥터매터스,2024/12/22-1R,2,일,국6등급,1200,2,6,8,진겸,53.0,0:14.3,0:43.2,0:15.7,1:21.1,447(5),-
2025년07월06일(일),제3경주,부경,3,닥터매터스,2024/11/03-1R,4,일,국6등급,1200,18,5,5,이효식,53.0,0:13.8,0:39.5,0:13.9,1:16.7,442(1),-
2025년07월06일(일),제3경주,부경,3,닥터매터스,2024/09/28-3R,4,주,-,1000,2,-,6,진겸,53.0,0:14.3,0:37.8,0:13.2,1:03.7,441(20),-
2025년07월06일(일),제3경주,부경,3,닥터매터스,2024/07/20-1R,1,주,-,1000,17,-,9,최시대,53.0,0:14.7,0:39.0,0:13.1,1:06.2,421(0),-
2025년07월06일(일),제3경주,부경,4,대성돌풍,2025/06/01-2R,9,일,국5등급,1200,2,4,9,권오찬,51.0,0:13.8,0:38.9,0:14.0,1:15.8,489(2),26
2025년07월06일(일),제3경주,부경,4,대성돌풍,2025/05/04-2R,7,일,국5등급,1300,14,6,6,송경윤,52.0,0:13.8,0:39.8,0:14.0,1:22.4,487(4),27
2025년07월06일(일),제3경주,부경,4,대성돌풍,2025/03/28-4R,9,일,국5등급,1200,5,7,6,송경윤,52.0,0:13.9,0:39.3,0:13.8,1:16.9,483(-4),28
2025년07월06일(일),제3경주,부경,4,대성돌풍,2025/02/28-4R,2,일,국5등급,1200,2,6,5,정동철,54.0,0:13.9,0:39.2,0:14.0,1:16.1,487(-2),28
2025년07월06일(일),제3경주,부경,4,대성돌풍,2025/01/17-5R,4,일,국5등급,1200,2,8,8,정동철,52.0,0:13.9,0:39.4,0:14.0,1:16.5,489(13),29
2025년07월06일(일),제3경주,부경,4,대성돌풍,2024/12/08-2R,5,일,국5등급,1200,2,7,6,정동철,54.5,0:13.7,0:39.4,0:13.9,1:16.4,476(2),30
2025년07월06일(일),제3경주,부경,4,대성돌풍,2024/11/01-5R,11,일,국5등급,1200,20,4,11,우에다,53.5,0:13.8,0:39.2,0:13.9,1:16.1,474(-3),30
2025년07월06일(일),제3경주,부경,4,대성돌풍,2024/09/29-3R,3,일,국5등급,1200,2,6,3,우에다,52.0,0:14.1,0:37.5,0:12.8,1:15.5,477(5),29
2025년07월06일(일),제3경주,부경,4,대성돌풍,2024/08/03-3R,8,일,국5등급,1200,2,2,6,우에다,52.0,0:13.8,0:37.6,0:13.5,1:14.1,472(2),29
2025년07월06일(일),제3경주,부경,4,대성돌풍,2024/06/30-1R,2,일,국6등급,1300,20,4,1,우에다,55.0,0:13.8,0:40.0,0:14.0,1:22.3,470(2),-
2025년07월06일(일),제3경주,부경,5,대호마,2025/06/15-4R,7,일,국5등급,1400,14,4,9,이현종,57.0,0:14.0,0:41.0,0:14.4,1:30.4,501(2),34
2025년07월06일(일),제3경주,부경,5,대호마,2025/06/01-3R,11,일,국5등급,1300,2,4,11,다실바,56.5,0:14.4,0:38.9,0:13.7,1:22.8,499(0),34
2025년07월06일(일),제3경주,부경,5,대호마,2025/05/09-5R,5,일,국5등급,1600,20,3,5,다실바,57.0,0:14.8,0:38.9,0:13.3,1:41.4,499(3),34
2025년07월06일(일),제3경주,부경,5,대호마,2025/04/11-5R,6,일,국5등급,1600,2,6,5,다실바,56.5,0:14.3,0:40.4,0:13.8,1:42.9,496(-4),34
2025년07월06일(일),제3경주,부경,5,대호마,2025/03/21-4R,4,일,국5등급,1300,3,7,3,다실바,56.5,0:14.6,0:38.8,0:13.3,1:22.4,500(-1),34
2025년07월06일(일),제3경주,부경,5,대호마,2025/03/02-2R,5,일,국5등급,1300,4,6,2,다실바,55.5,0:14.4,0:38.5,0:13.1,1:21.9,501(-8),32
2025년07월06일(일),제3경주,부경,5,대호마,2025/02/14-6R,10,일,국5등급,1400,8,8,7,유현명,55.5,0:15.7,0:40.4,0:14.0,1:32.3,509(7),32
2025년07월06일(일),제3경주,부경,5,대호마,2025/01/24-5R,12,일,국5등급,1200,2,8,4,유현명,55.5,0:14.5,0:37.1,0:12.6,1:15.4,502(2),32
2025년07월06일(일),제3경주,부경,5,대호마,2025/01/05-3R,12,일,국5등급,1200,2,7,3,유현명,55.0,0:14.4,0:37.8,0:13.1,1:15.4,500(-1),31
2025년07월06일(일),제3경주,부경,5,대호마,2024/12/13-5R,7,일,국5등급,1300,2,7,2,유현명,53.0,0:14.4,0:38.0,0:13.2,1:21.6,501(-2),27
2025년07월06일(일),제3경주,부경,6,나이스버디,2025/06/06-1R,5,일,국6등급,1200,2,6,1,송경윤,55.0,0:13.6,0:38.2,0:13.5,1:14.8,470(-9),-
2025년07월06일(일),제3경주,부경,6,나이스버디,2025/05/10-2R,2,주,-,1000,20,-,5,이성재,55.0,0:13.6,0:38.6,0:13.9,1:03.1,480(1),-
2025년07월06일(일),제3경주,부경,6,나이스버디,2024/09/27-2R,3,일,국6등급,1200,2,5,2,이효식,53.5,0:13.6,0:38.9,0:13.9,1:15.5,479(4),-
2025년07월06일(일),제3경주,부경,6,나이스버디,2024/08/24-3R,4,주,-,1000,6,-,5,이효식,55.0,0:14.4,0:36.9,0:12.8,1:03.3,475(0),-
2025년07월06일(일),제3경주,부경,7,트리플악셀,2025/05/16-4R,10,일,국5등급,1400,6,5,7,이현종,54.5,0:14.2,0:40.0,0:13.9,1:29.5,466(-4),30
2025년07월06일(일),제3경주,부경,7,트리플악셀,2025/04/25-5R,2,일,국5등급,1300,7,7,8,이현종,54.5,0:14.4,0:39.0,0:13.4,1:22.6,470(-4),30
2025년07월06일(일),제3경주,부경,7,트리플악셀,2025/03/30-2R,10,일,국5등급,1400,2,6,11,이현종,54.5,0:14.2,0:41.7,0:14.7,1:30.5,474(3),30
2025년07월06일(일),제3경주,부경,7,트리플악셀,2025/02/28-5R,3,일,국5등급,1400,2,6,1,이현종,52.0,0:14.1,0:39.0,0:13.7,1:28.2,471(1),23
2025년07월06일(일),제3경주,부경,7,트리플악셀,2025/01/05-3R,10,일,국5등급,1200,2,7,6,김어수,52.0,0:13.9,0:39.0,0:13.6,1:16.1,470(2),23
2025년07월06일(일),제3경주,부경,7,트리플악셀,2024/12/13-6R,2,일,국5등급,1200,2,7,5,전진구,52.0,0:13.9,0:39.0,0:13.6,1:16.2,468(-6),23
2025년07월06일(일),제3경주,부경,7,트리플악셀,2024/11/01-5R,3,일,국5등급,1200,20,4,7,전진구,52.5,0:13.9,0:37.8,0:13.1,1:14.8,474(-4),24
2025년07월06일(일),제3경주,부경,7,트리플악셀,2024/10/11-6R,7,일,국5등급,1600,4,5,10,유광희,52.0,0:14.1,0:42.5,0:14.9,1:44.7,478(0),25
2025년07월06일(일),제3경주,부경,7,트리플악셀,2024/08/25-2R,10,일,국5등급,1200,4,2,9,채상현,53.0,0:13.8,0:39.3,0:13.9,1:15.8,478(0),26
2025년07월06일(일),제3경주,부경,7,트리플악셀,2024/05/12-3R,5,일,국5등급,1300,20,2,10,김동영,53.0,0:13.9,0:39.1,0:13.7,1:21.5,478(0),27
2025년07월06일(일),제3경주,부경,8,서부캡틴,2025/06/08-3R,6,일,국5등급,1300,2,5,1,모준호,54.0,0:14.2,0:38.1,0:13.5,1:21.1,480(-8),29
2025년07월06일(일),제3경주,부경,8,서부캡틴,2025/05/10-1R,10,주,-,1000,20,-,1,신윤섭,56.0,0:13.7,0:37.8,0:13.4,1:02.8,494(6),29
2025년07월06일(일),제3경주,부경,8,서부캡틴,2025/02/23-3R,9,일,국5등급,1600,3,9,10,이성재,54.5,0:14.1,0:43.4,0:15.6,1:45.0,488(-3),30
2025년07월06일(일),제3경주,부경,8,서부캡틴,2025/01/12-3R,8,일,국5등급,1800,2,9,7,우에다,54.5,0:15.0,0:44.0,0:15.0,2:02.4,491(-1),30
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/12/15-3R,2,일,국5등급,1800,2,8,8,우에다,55.0,0:14.8,0:41.6,0:13.9,2:01.2,492(3),30
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/11/22-3R,7,일,국6등급,1600,2,6,1,우에다,56.0,0:14.5,0:40.6,0:14.0,1:42.8,489(3),-
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/10/25-3R,6,일,국6등급,1600,8,6,6,우에다,56.0,0:14.3,0:41.4,0:14.3,1:44.4,486(0),-
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/09/29-2R,2,일,국6등급,1600,2,6,2,우에다,56.0,0:14.7,0:39.7,0:13.5,1:44.7,486(0),-
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/07/07-2R,10,일,국6등급,1400,5,5,6,김혜선,56.0,0:14.5,0:39.6,0:13.7,1:29.6,486(-3),-
2025년07월06일(일),제3경주,부경,8,서부캡틴,2024/06/07-3R,9,일,국6등급,1600,2,6,4,우에다,56.0,0:14.7,0:40.9,0:14.3,1:44.2,489(2),-
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/06/15-4R,6,일,국5등급,1400,14,4,4,유광희,52.0,0:14.1,0:39.2,0:13.6,1:28.1,461(0),27
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/05/25-3R,6,일,국5등급,1300,5,6,7,유광희,52.0,0:14.8,0:38.4,0:13.3,1:22.5,461(0),28
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/05/09-4R,4,일,국5등급,1300,20,3,9,유광희,53.0,0:14.8,0:37.5,0:13.0,1:21.5,461(3),29
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/04/20-2R,5,일,국5등급,1300,6,8,4,유광희,53.0,0:14.7,0:38.4,0:12.8,1:23.0,458(0),29
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/03/23-3R,6,일,국5등급,1400,2,6,4,유광희,52.0,0:14.5,0:39.5,0:13.6,1:29.7,458(1),29
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/03/02-2R,7,일,국5등급,1300,4,6,5,유광희,52.0,0:14.7,0:38.5,0:13.2,1:22.6,457(-4),29
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/01/24-6R,9,일,국5등급,1400,2,8,5,유광희,53.0,0:14.9,0:38.9,0:13.2,1:30.6,461(-1),29
2025년07월06일(일),제3경주,부경,9,스토밍매직,2025/01/05-2R,5,일,국5등급,1300,2,7,7,유광희,54.0,0:14.6,0:39.4,0:13.7,1:24.1,462(-3),30
2025년07월06일(일),제3경주,부경,9,스토밍매직,2024/12/06-5R,12,일,국5등급,1600,2,7,9,유광희,53.0,0:14.4,0:42.0,0:14.7,1:44.9,465(4),30
2025년07월06일(일),제3경주,부경,9,스토밍매직,2024/11/15-4R,8,일,국5등급,1400,2,6,3,유광희,53.0,0:14.6,0:39.4,0:13.6,1:30.1,461(1),29
2025년07월06일(일),제3경주,부경,10,머스킷걸,2025/06/14-3R,9,주,-,1000,20,-,5,다실바,55.0,0:14.0,0:37.1,0:13.2,1:02.2,472(6),29
2025년07월06일(일),제3경주,부경,10,머스킷걸,2025/03/14-5R,11,일,국5등급,1400,3,7,10,박재이,52.5,0:14.7,0:39.9,0:14.0,1:32.1,466(-9),29
2025년07월06일(일),제3경주,부경,10,머스킷걸,2025/02/21-4R,3,일,국5등급,1400,3,8,11,서승운,52.5,0:14.2,0:42.6,0:15.3,1:32.2,475(-3),29
2025년07월06일(일),제3경주,부경,10,머스킷걸,2025/01/26-1R,7,일,국6등급,1300,2,8,1,서승운,54.5,0:14.5,0:38.3,0:13.1,1:22.9,478(0),-
2025년07월06일(일),제3경주,부경,10,머스킷걸,2025/01/03-3R,10,일,국6등급,1400,2,9,7,다실바,54.5,0:14.1,0:42.7,0:14.8,1:33.3,478(1),-
2025년07월06일(일),제3경주,부경,10,머스킷걸,2024/11/29-1R,10,일,국6등급,1200,12,8,6,서승운,54.0,0:14.4,0:39.7,0:13.8,1:18.2,477(9),-
2025년07월06일(일),제3경주,부경,10,머스킷걸,2024/11/02-2R,3,주,-,1000,20,-,1,다실바,55.0,0:14.6,0:37.0,0:13.0,1:03.5,468(0),-
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/06/06-6R,8,일,국5등급,1200,2,6,5,다실바,55.5,0:13.9,0:38.7,0:14.0,1:15.3,503(-2),31
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/05/25-3R,8,일,국5등급,1300,5,6,11,최시대,55.0,0:14.4,0:39.8,0:14.3,1:22.9,505(2),31
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/04/27-2R,11,일,국5등급,1200,3,7,3,최시대,53.5,0:13.8,0:38.4,0:13.7,1:15.3,503(-4),28
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/04/04-4R,5,일,국5등급,1200,2,6,3,최시대,53.0,0:14.0,0:37.6,0:13.0,1:15.0,507(-2),27
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/03/09-3R,7,일,국5등급,1200,10,4,4,이홍락,51.0,0:13.9,0:37.9,0:13.4,1:14.6,509(3),27
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/01/24-5R,11,일,국5등급,1200,2,8,6,이홍락,51.5,0:14.1,0:38.1,0:13.1,1:16.0,506(4),28
2025년07월06일(일),제3경주,부경,11,그랜드드림,2025/01/05-3R,2,일,국5등급,1200,2,7,12,이성재,54.0,0:13.9,0:42.0,0:15.0,1:19.0,502(1),29
2025년07월06일(일),제3경주,부경,11,그랜드드림,2024/12/20-4R,1,일,국5등급,1400,2,6,12,최시대,55.0,0:13.9,0:43.1,0:15.2,1:31.6,501(-4),30
2025년07월06일(일),제3경주,부경,11,그랜드드림,2024/11/08-5R,1,일,국5등급,1400,4,6,4,최시대,55.5,0:14.1,0:40.5,0:14.7,1:29.9,505(0),30
2025년07월06일(일),제3경주,부경,11,그랜드드림,2024/10/06-3R,9,일,국5등급,1400,4,5,5,김혜선,54.5,0:14.2,0:41.0,0:14.3,1:30.2,505(2),30
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2025/05/23-7R,5,일,국4등급,1600,2,5,4,박재이,52.5,0:14.6,0:38.6,0:13.1,1:41.1,451(-4),40
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2025/04/13-3R,2,일,국4등급,1600,17,2,6,이현종,53.5,0:14.7,0:38.2,0:12.9,1:39.5,455(2),41
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2025/03/16-4R,2,일,혼4등급,1200,6,5,7,박재이,54.5,0:13.8,0:38.9,0:13.8,1:15.5,453(7),42
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2025/01/26-4R,8,일,국4등급,1200,2,8,6,유현명,54.5,0:14.3,0:37.7,0:13.1,1:15.9,446(3),43
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/12/29-4R,1,일,혼4등급,1800,2,8,12,먼로,54.5,0:14.3,0:43.7,0:14.8,2:02.2,443(-1),43
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/12/08-5R,5,일,혼4등급,1600,2,7,8,정도윤,55.5,0:14.3,0:42.5,0:14.9,1:44.4,444(-2),43
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/11/15-8R,10,일,국4등급,1400,2,6,1,정도윤,52.0,0:14.4,0:38.6,0:13.0,1:28.7,446(-1),36
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/10/25-7R,11,일,국4등급,1200,8,6,6,이성재,52.0,0:14.1,0:37.8,0:13.3,1:14.9,447(-4),37
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/10/05-3R,4,주,-,1000,4,-,3,먼로,57.0,0:14.5,0:36.5,0:12.4,1:02.8,445(-6),37
2025년07월06일(일),제4경주,부경,1,맨오브더킹,2024/02/04-4R,7,일,혼4등급,1200,7,7,4,모준호,52.0,0:14.3,0:37.7,0:13.0,1:15.7,451(-1),37
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2025/05/30-6R,9,일,혼4등급,1200,3,5,7,김혜선,56.0,0:13.9,0:37.9,0:13.1,1:15.2,476(5),50
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2025/05/02-5R,3,일,국4등급,1800,18,3,4,정도윤,56.0,0:14.0,0:41.9,0:14.6,1:59.1,471(1),50
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2025/04/11-8R,7,일,혼4등급,1400,2,6,4,김혜선,56.0,0:14.0,0:39.2,0:14.0,1:27.8,470(-9),50
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2025/03/21-7R,10,일,국4등급,1200,3,7,1,최시대,52.5,0:13.6,0:38.9,0:13.9,1:15.1,479(6),42
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2025/01/10-9R,2,일,혼4등급,1200,2,9,8,최시대,52.5,0:13.6,0:40.1,0:14.9,1:16.7,473(-10),43
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2024/12/27-7R,7,일,혼4등급,1600,2,7,7,진겸,54.0,0:14.1,0:41.1,0:15.0,1:43.6,483(-7),44
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2024/11/24-3R,12,일,국4등급,1200,2,5,8,김혜선,53.0,0:13.5,0:39.7,0:14.5,1:15.6,490(-2),44
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2024/11/03-5R,5,일,국4등급,1200,16,5,2,김혜선,51.5,0:13.6,0:37.5,0:13.3,1:14.0,492(12),41
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2024/08/02-12R,10,일,국4등급,1200,2,2,9,우에다,52.0,0:14.1,0:38.9,0:13.9,1:15.5,480(5),42
2025년07월06일(일),제4경주,부경,2,포켓밀리언,2024/06/02-6R,10,일,혼4등급,1200,2,5,9,문세영,53.5,0:13.6,0:38.5,0:13.8,1:15.0,475(-5),43
2025년07월06일(일),제4경주,부경,3,국대스타,2025/06/01-5R,6,일,혼3등급,1600,2,4,7,전진구,52.0,0:14.8,0:39.0,0:14.0,1:41.2,474(-2),50
2025년07월06일(일),제4경주,부경,3,국대스타,2025/04/18-7R,6,일,국4등급,1400,7,6,6,먼로,58.0,0:14.5,0:39.7,0:13.9,1:29.4,476(2),50
2025년07월06일(일),제4경주,부경,3,국대스타,2025/03/21-6R,7,일,국4등급,1400,3,7,3,다나카,58.0,0:14.0,0:39.4,0:13.9,1:28.2,474(1),49
2025년07월06일(일),제4경주,부경,3,국대스타,2025/02/16-4R,11,일,국4등급,1200,7,8,2,송경윤,56.5,0:14.2,0:38.5,0:13.4,1:16.2,473(-1),47
2025년07월06일(일),제4경주,부경,3,국대스타,2025/01/12-5R,3,일,국4등급,1600,2,9,5,다나카,56.5,0:14.2,0:40.7,0:14.3,1:42.8,474(-2),47
2025년07월06일(일),제4경주,부경,3,국대스타,2024/12/13-8R,6,일,혼4등급,1800,2,7,9,다실바,57.0,0:14.4,0:42.7,0:14.8,1:59.7,476(8),47
2025년07월06일(일),제4경주,부경,3,국대스타,2024/11/17-4R,8,일,혼4등급,1800,2,7,5,다나카,56.0,0:14.3,0:39.5,0:13.4,1:57.3,468(1),47
2025년07월06일(일),제4경주,부경,3,국대스타,2024/10/13-4R,7,일,혼4등급,1600,3,6,1,다나카,53.0,0:14.4,0:39.7,0:13.6,1:42.0,467(2),41
2025년07월06일(일),제4경주,부경,3,국대스타,2024/09/13-5R,7,일,국5등급,1600,6,6,1,다나카,55.5,0:14.2,0:39.7,0:13.6,1:41.5,465(-5),32
2025년07월06일(일),제4경주,부경,3,국대스타,2024/08/11-7R,8,일,국5등급,1400,4,2,3,진겸,55.0,0:14.0,0:38.8,0:13.9,1:27.4,470(5),31
2025년07월06일(일),제4경주,부경,4,트로피웨어,2025/06/08-6R,6,일,국4등급,1200,2,5,7,먼로,53.5,0:14.0,0:38.3,0:13.5,1:15.5,467(2),45
2025년07월06일(일),제4경주,부경,4,트로피웨어,2025/05/04-3R,6,일,국4등급,1200,14,6,5,먼로,54.5,0:14.0,0:38.7,0:13.7,1:15.6,465(8),45
2025년07월06일(일),제4경주,부경,4,트로피웨어,2025/04/04-5R,3,일,국4등급,1400,2,6,5,박재이,56.0,0:14.4,0:39.6,0:13.8,1:29.3,457(4),45
2025년07월06일(일),제4경주,부경,4,트로피웨어,2025/02/23-5R,3,일,국4등급,1400,3,9,5,김혜선,53.0,0:14.4,0:40.2,0:13.9,1:30.3,453(-4),45
2025년07월06일(일),제4경주,부경,4,트로피웨어,2025/01/26-4R,2,일,국4등급,1200,2,8,9,먼로,53.5,0:14.1,0:39.4,0:13.8,1:16.9,457(-3),45
2025년07월06일(일),제4경주,부경,4,트로피웨어,2024/12/15-4R,6,일,혼4등급,1200,2,8,1,먼로,52.0,0:13.9,0:38.2,0:13.0,1:15.1,460(5),38
2025년07월06일(일),제4경주,부경,4,트로피웨어,2024/11/15-7R,12,일,국4등급,1200,2,6,3,김혜선,51.0,0:13.9,0:37.8,0:13.0,1:15.5,455(-5),37
2025년07월06일(일),제4경주,부경,4,트로피웨어,2024/10/18-4R,6,일,국5등급,1200,11,3,1,김혜선,52.5,0:13.8,0:36.9,0:12.7,1:14.2,460(4),30
2025년07월06일(일),제4경주,부경,4,트로피웨어,2024/09/15-3R,7,일,국5등급,1200,3,5,7,먼로,52.5,0:13.9,0:38.4,0:13.3,1:15.8,456(8),30
2025년07월06일(일),제4경주,부경,4,트로피웨어,2024/08/11-4R,5,일,국6등급,1200,4,2,1,먼로,55.0,0:13.8,0:36.6,0:12.6,1:13.2,448(8),-
2025년07월06일(일),제4경주,부경,5,국대히어로,2025/06/15-2R,4,일,국4등급,1600,16,4,3,유광희,52.0,0:14.4,0:40.1,0:14.3,1:41.4,488(4),36
2025년07월06일(일),제4경주,부경,5,국대히어로,2025/05/23-7R,2,일,국4등급,1600,2,5,6,유광희,52.0,0:14.6,0:39.1,0:13.5,1:42.1,484(-3),36
2025년07월06일(일),제4경주,부경,5,국대히어로,2025/03/21-6R,1,일,국4등급,1400,3,7,11,먼로,52.0,0:14.4,0:40.3,0:14.3,1:30.6,487(13),36
2025년07월06일(일),제4경주,부경,5,국대히어로,2025/02/14-8R,9,일,국4등급,1800,8,8,10,유현명,52.0,0:15.0,0:44.5,0:15.6,2:02.2,474(-3),36
2025년07월06일(일),제4경주,부경,5,국대히어로,2025/01/12-5R,5,일,국4등급,1600,2,9,8,김혜선,51.0,0:14.4,0:41.1,0:14.3,1:43.4,477(2),36
2025년07월06일(일),제4경주,부경,5,국대히어로,2024/12/06-5R,5,일,국5등급,1600,2,7,1,다실바,55.0,0:15.2,0:40.5,0:14.3,1:43.2,475(5),30
2025년07월06일(일),제4경주,부경,5,국대히어로,2024/10/25-5R,3,일,국5등급,1600,8,6,5,김혜선,55.5,0:14.4,0:40.4,0:14.2,1:43.5,470(4),30
2025년07월06일(일),제4경주,부경,5,국대히어로,2024/08/23-4R,5,일,국5등급,1200,8,2,7,김혜선,55.0,0:14.2,0:37.4,0:12.9,1:14.6,466(-9),31
2025년07월06일(일),제4경주,부경,5,국대히어로,2024/08/11-6R,8,일,국5등급,1400,4,2,7,우에다,55.5,0:14.7,0:40.0,0:14.2,1:29.3,475(0),32
2025년07월06일(일),제4경주,부경,5,국대히어로,2024/06/23-2R,5,일,국5등급,1300,16,3,8,김태현,55.0,0:14.8,0:38.5,0:13.5,1:22.0,475(5),33
2025년07월06일(일),제4경주,부경,6,라온더마스커,2025/06/15-2R,3,일,국4등급,1600,16,4,1,다실바,53.5,0:14.2,0:39.3,0:13.9,1:40.3,515(-1),41
2025년07월06일(일),제4경주,부경,6,라온더마스커,2025/05/11-4R,9,일,국5등급,1400,10,6,1,다실바,55.0,0:13.8,0:39.3,0:13.8,1:28.2,516(-3),30
2025년07월06일(일),제4경주,부경,6,라온더마스커,2025/04/13-2R,8,일,국5등급,1400,17,2,4,서승운,54.5,0:13.8,0:39.1,0:13.7,1:27.0,519(0),30
2025년07월06일(일),제4경주,부경,6,라온더마스커,2025/03/07-4R,12,일,국5등급,1400,14,3,3,서승운,53.5,0:14.1,0:37.2,0:12.8,1:26.8,519(8),29
2025년07월06일(일),제4경주,부경,6,라온더마스커,2025/02/07-1R,7,일,국6등급,1200,5,9,1,이효식,56.0,0:13.7,0:39.9,0:14.1,1:17.3,511(0),-
2025년07월06일(일),제4경주,부경,6,라온더마스커,2024/12/28-3R,8,주,-,1000,2,-,3,서승운,55.0,0:14.9,0:38.2,0:13.5,1:05.4,511(25),-
2025년07월06일(일),제4경주,부경,6,라온더마스커,2024/08/17-1R,8,주,-,1000,2,-,1,먼로,54.0,0:14.0,0:37.7,0:13.0,1:03.6,486(0),-
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/06/15-2R,6,일,국4등급,1600,16,4,6,먼로,52.0,0:14.5,0:40.9,0:14.8,1:42.2,456(-1),38
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/05/18-5R,9,일,국4등급,1400,9,6,9,채상현,53.0,0:14.6,0:38.5,0:13.6,1:29.0,457(1),39
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/04/18-7R,4,일,국4등급,1400,7,6,5,이성재,52.5,0:14.7,0:38.8,0:13.7,1:29.1,456(4),39
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/03/30-4R,12,일,국4등급,1600,2,6,3,이성재,52.0,0:14.8,0:38.2,0:13.2,1:41.8,452(-6),38
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/03/14-7R,2,일,국4등급,1800,3,7,5,먼로,52.5,0:14.4,0:40.9,0:13.9,1:58.5,458(-5),38
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/03/02-6R,7,일,2등급,1200,4,6,9,이현종,52.0,0:14.5,0:37.0,0:13.0,1:15.0,463(4),38
2025년07월06일(일),제4경주,부경,7,영광의함성,2025/01/12-5R,7,일,국4등급,1600,2,9,9,유현명,52.5,0:14.1,0:42.4,0:15.1,1:44.0,459(-1),39
2025년07월06일(일),제4경주,부경,7,영광의함성,2024/11/15-8R,2,일,국4등급,1400,2,6,6,김어수,53.0,0:14.1,0:39.6,0:14.0,1:29.3,460(-3),40
2025년07월06일(일),제4경주,부경,7,영광의함성,2024/10/05-3R,2,주,-,1000,4,-,5,우에다,57.0,0:14.5,0:36.8,0:12.6,1:03.4,454(-9),40
2025년07월06일(일),제4경주,부경,7,영광의함성,2024/06/23-6R,3,일,국4등급,1600,14,3,9,진겸,52.0,0:14.2,0:46.3,0:16.0,1:48.7,463(3),40
2025년07월06일(일),제4경주,부경,8,글로벌위크,2025/05/30-8R,4,일,혼4등급,1600,3,5,1,진겸,52.0,0:14.2,0:38.4,0:13.2,1:40.7,467(1),37
2025년07월06일(일),제4경주,부경,8,글로벌위크,2025/03/14-7R,1,일,국4등급,1800,3,7,9,진겸,52.5,0:14.1,0:41.9,0:14.5,1:59.2,466(-13),38
2025년07월06일(일),제4경주,부경,8,글로벌위크,2025/02/15-2R,11,주,-,1000,7,-,2,다실바,57.0,0:13.9,0:35.7,0:12.1,1:01.0,468(-11),38
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/12/06-6R,1,일,혼4등급,1600,2,7,9,전진구,53.5,0:14.0,0:42.7,0:14.7,1:44.9,479(-6),39
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/09/06-7R,11,일,국4등급,1400,2,5,9,채상현,53.0,0:14.4,0:41.8,0:14.6,1:31.1,485(-1),40
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/08/11-10R,6,일,국4등급,1400,4,2,9,김혜선,53.0,0:14.7,0:39.2,0:14.0,1:28.3,486(-2),40
2025년07월06일(일),제4경주,부경,8,글로벌위크,2024/06/30-5R,9,일,국4등급,1200,20,4,8,유현명,53.5,0:13.9,0:37.2,0:13.2,1:13.8,488(-2),40
