경주일자,경주번호,경주장,경주시간,등급,거리,핸디캡,레이팅범위,연령조건,NO,마명,산지,성별,연령,레이팅,부중,증감,기수,조교사,마주,조교횟수,출전주기,장구현황,특이사항,선행력,선입력,추입력,선행등급,선입등급,추입등급,경주일자_map,경주번호_map,경주장_map,경주시간_map,출전번호,과거_경주일자,과거_출전번호,종류,과거_등급,과거_거리,함수율,빠르기,과거_순위,과거_기수,과거_중량,과거_S-1F,과거_G-3F,과거_G-1F,과거_기록,과거_마체중,과거_레이팅,순번,마번,순위,배당,S1F-1C-2C-3C-4C-G1F,S1F-1C-2C-3C-G3F-4C-G1F,S1F-G8F-G6F-G4F-G3F-G2F-G1F,S-1F,S1F,10-8F,8-6F,6-4F,4-2F,400,1F-G,1코너,2F-G,2코너,3F-G,3코너,G-3F,4코너,G400,G3F,G-1F,G1F,경주기록
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,1,메니참,한국,암,5,23(-1),*52,0.0,김철호,임채덕,김명식,13,2주,"계란형큰,망사눈",-,50.9,45.4,-12.2,C,D,D,2025년07월19일(토),제3경주,서울,12:50,1,2025/03/22-4R,9,일,국5등급,1400,5,8,10,김효정,52.0,0:13.7,0:44.2,0:16.3,1:33.2,454(-2),23,7.0,9.0,10.0,57.7,,1-   -   - 4- 4- 4- 8,,,0:13.7,,,,,,0:16.3,-,,-,0:44.2,0:36.5,,0:55.6,,0:49.0,,1:16.9,1:33.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,1,메니참,한국,암,5,23(-1),*52,0.0,김철호,임채덕,김명식,13,2주,"계란형큰,망사눈",-,50.9,45.4,-12.2,C,D,D,2025년07월19일(토),제3경주,서울,12:50,1,2025/03/01-4R,11,일,국5등급,1400,3,6,11,김효정,52.0,0:14.2,0:41.7,0:15.1,1:33.3,456(10),23,8.0,11.0,11.0,45.7,,8-   -   - 10- 11- 11- 11,,,0:14.2,,,,,,0:15.1,-,,-,0:41.7,0:38.8,,0:58.1,,0:51.6,,1:18.2,1:33.3
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,1,메니참,한국,암,5,23(-1),*52,0.0,김철호,임채덕,김명식,13,2주,"계란형큰,망사눈",-,50.9,45.4,-12.2,C,D,D,2025년07월19일(토),제3경주,서울,12:50,1,2025/02/08-5R,10,일,국5등급,1400,5,6,11,김효정,52.0,0:14.0,0:42.7,0:15.7,1:33.2,446(-15),24,9.0,10.0,11.0,54.2,,4-   -   - 4- 5- 5- 9,,,0:14.0,,,,,,0:15.7,-,,-,0:42.7,0:37.8,,0:56.9,,0:50.5,,1:17.5,1:33.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,1,메니참,한국,암,5,23(-1),*52,0.0,김철호,임채덕,김명식,13,2주,"계란형큰,망사눈",-,50.9,45.4,-12.2,C,D,D,2025년07월19일(토),제3경주,서울,12:50,1,2025/01/26-3R,8,일,국5등급,1400,3,6,10,임다빈,52.0,0:14.5,0:40.5,0:14.4,1:31.7,461(13),24,10.0,8.0,10.0,35.1,,8-   -   - 7- 7- 7- 9,,,0:14.5,,,,,,0:14.4,-,,-,0:40.5,0:38.3,,0:57.7,,0:51.2,,1:17.3,1:31.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2025/06/15-3R,1,일,국5등급,1400,3,5,8,문세영,55.0,0:14.3,0:39.7,0:14.1,1:29.5,479(-8),35,1.0,1.0,8.0,3.0,,6-   -   - 6- 6- 6- 7,,,0:14.3,,,,,,0:14.1,-,,-,0:39.7,0:37.3,,0:56.0,,0:49.8,,1:15.4,1:29.5
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2025/05/11-4R,1,일,국5등급,1300,19,5,2,문세영,55.0,0:13.7,0:39.3,0:13.6,1:22.2,487(5),33,2.0,1.0,2.0,1.4,,3-   -   - 5- 3- 3- 2,,,0:13.7,,,,,,0:13.6,-,,-,0:39.3,0:30.6,,0:49.2,,0:42.9,,1:08.6,1:22.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2025/04/05-5R,2,일,국5등급,1200,13,2,2,문세영,52.5,0:13.9,0:37.3,0:12.9,1:14.1,482(0),30,3.0,2.0,2.0,1.8,,5-   -   - 3- 3- 3- 3,,,0:13.9,,,,,,0:12.9,-,,-,0:37.3,0:24.8,,0:42.9,,0:36.8,,1:01.2,1:14.1
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2025/02/23-4R,3,일,국5등급,1200,3,7,3,문세영,52.0,0:14.1,0:38.3,0:13.2,1:15.6,482(3),28,4.0,3.0,3.0,9.0,,5-   -   - 5- 3- 3- 4,,,0:14.1,,,,,,0:13.2,-,,-,0:38.3,0:25.5,,0:43.5,,0:37.3,,1:02.4,1:15.6
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2025/01/11-5R,1,일,국5등급,1200,5,5,4,문세영,52.0,0:14.0,0:37.9,0:13.5,1:15.2,479(-2),28,5.0,1.0,4.0,4.3,,7-   -   - 5- 5- 4- 3,,,0:14.0,,,,,,0:13.5,-,,-,0:37.9,0:25.3,,0:43.3,,0:37.3,,1:01.7,1:15.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2024/11/16-1R,5,일,국6등급,1200,3,5,1,장추열,53.0,0:14.0,0:39.0,0:13.9,1:16.8,481(11),-,6.0,5.0,1.0,19.0,,5-   -   - 8- 8- 8- 3,,,0:14.0,,,,,,0:13.9,-,,-,0:39.0,0:25.3,,0:43.9,,0:37.8,,1:02.9,1:16.8
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,2,골드퀸즈,한국,암,3,35(0),55,0.0,문세영,이관호,명마조합,11,5주,"계란형큰,망사",-,54.8,59.5,-1.4,C,C,C,2025년07월19일(토),제3경주,서울,12:50,2,2024/10/04-3R,1,주,-,1000,3,-,3,장추열,55.0,0:14.6,0:38.3,0:13.4,1:04.0,470(0),-,7.0,1.0,3.0,-,6-   -   - 6- 4- 3,,,0:14.6,,,,,,,,-,,-,,0:14.6,0:38.3,0:32.0,,,0:13.4,,1:04.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/06/28-5R,2,일,국5등급,1400,11,5,9,조상범,53.0,0:14.2,0:40.5,0:14.5,1:30.2,486(10),27,1.0,2.0,9.0,57.1,,8-   -   - 8- 8- 8- 8,,,0:14.2,,,,,,0:14.5,-,,-,0:40.5,0:37.3,,0:55.9,,0:49.7,,1:15.7,1:30.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/06/01-4R,2,일,국5등급,1300,3,5,8,조상범,54.5,0:14.0,0:39.5,0:14.2,1:22.7,476(2),28,2.0,2.0,8.0,45.4,,5-   -   - 6- 6- 6- 7,,,0:14.0,,,,,,0:14.2,-,,-,0:39.5,0:31.2,,0:49.3,,0:43.2,,1:08.5,1:22.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/04/26-4R,3,일,국5등급,1400,8,6,9,조상범,53.5,0:13.7,0:41.4,0:15.0,1:31.3,474(-7),28,3.0,3.0,9.0,7.0,,2-   -   - 3- 3- 2- 5,,,0:13.7,,,,,,0:15.0,-,,-,0:41.4,0:37.4,,0:56.2,,0:49.9,,1:16.3,1:31.3
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/03/15-4R,4,일,국5등급,1300,7,6,7,조상범,53.0,0:14.3,0:39.7,0:14.2,1:23.7,481(-4),28,4.0,4.0,7.0,26.0,,7-   -   - 6- 6- 5- 6,,,0:14.3,,,,,,0:14.2,-,,-,0:39.7,0:31.8,,0:50.1,,0:44.0,,1:09.5,1:23.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/02/22-3R,3,일,국6등급,1300,3,7,1,조상범,56.0,0:14.2,0:39.8,0:13.8,1:24.7,485(2),-,5.0,3.0,1.0,17.0,,8-   -   - 7- 7- 6- 3,,,0:14.2,,,,,,0:13.8,-,,-,0:39.8,0:32.2,,0:51.4,,0:44.9,,1:10.9,1:24.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2025/01/25-3R,11,일,국6등급,1200,3,6,5,조상범,56.0,0:15.1,0:39.5,0:14.2,1:18.5,483(5),-,6.0,11.0,5.0,14.1,,11-   -   - 10- 10- 10- 6,,,0:15.1,,,,,,0:14.2,-,,-,0:39.5,0:26.7,,0:45.2,,0:39.0,,1:04.3,1:18.5
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2024/12/28-1R,9,일,국6등급,1300,5,6,7,조상범,55.0,0:14.7,0:40.8,0:14.5,1:25.0,478(12),-,7.0,9.0,7.0,112.9,,12-   -   - 12- 11- 11- 8,,,0:14.7,,,,,,0:14.5,-,,-,0:40.8,0:32.1,,0:50.5,,0:44.2,,1:10.5,1:25.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,3,캡틴라이즈,한국,수,3,26(-1),52.5,-0.5,김태훈,심승태,박정재,14,3주,계란형큰,-,35.4,35.4,14.6,D,D,A,2025년07월19일(토),제3경주,서울,12:50,3,2024/12/05-2R,5,주,-,1000,15,-,8,조상범,55.0,0:15.4,0:37.3,0:12.8,1:04.0,466(0),-,8.0,5.0,8.0,-,9-   -   - 9- 8- 8,,,0:15.4,,,,,,,,-,,-,,0:15.4,0:37.3,0:33.1,,,0:12.8,,1:04.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2025/06/14-2R,5,일,국6등급,1300,3,4,1,김성현,55.0,0:13.9,0:39.5,0:13.8,1:23.1,471(-12),-,1.0,5.0,1.0,32.4,,4-   -   - 5- 6- 6- 4,,,0:13.9,,,,,,0:13.8,-,,-,0:39.5,0:31.2,,0:50.0,,0:43.6,,1:09.3,1:23.1
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2025/05/18-2R,8,일,국6등급,1300,14,6,6,김성현,55.0,0:14.0,0:40.7,0:14.4,1:25.1,483(1),-,2.0,8.0,6.0,35.7,,5-   -   - 4- 5- 6- 7,,,0:14.0,,,,,,0:14.4,-,,-,0:40.7,0:31.8,,0:50.9,,0:44.4,,1:10.7,1:25.1
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2025/04/12-2R,4,일,국6등급,1300,6,5,10,조상범,57.0,0:14.1,0:40.5,0:13.8,1:25.4,482(20),-,3.0,4.0,10.0,66.9,,6-   -   - 7- 10- 10- 10,,,0:14.1,,,,,,0:13.8,-,,-,0:40.5,0:32.1,,0:51.5,,0:44.9,,1:11.6,1:25.4
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2025/03/13-2R,2,주,-,1000,8,-,7,조상범,54.0,0:14.5,0:39.2,0:13.3,1:05.0,462(-10),-,4.0,2.0,7.0,-,5-   -   - 5- 5- 7,,,0:14.5,,,,,,,,-,,-,,0:14.5,0:39.2,0:32.5,,,0:13.3,,1:05.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2025/01/02-4R,1,주,-,1000,3,-,5,조상범,55.0,0:14.9,0:39.9,0:13.7,1:06.5,472(-5),-,5.0,1.0,5.0,-,4-   -   - 4- 6- 6,,,0:14.9,,,,,,,,-,,-,,0:14.9,0:39.9,0:33.3,,,0:13.7,,1:06.5
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,4,홀리카이저,한국,거,3,28,53.5,-1.5,조인권,함완식,문석현,12,5주,-,-,54.2,51.4,18.3,C,C,A+,2025년07월19일(토),제3경주,서울,12:50,4,2024/12/05-5R,6,주,-,1000,15,-,9,조상범,55.0,0:15.8,0:41.8,0:14.2,1:09.9,477(0),-,6.0,6.0,9.0,-,9-   -   - 9- 9- 9,,,0:15.8,,,,,,,,-,,-,,0:15.8,0:41.8,0:35.3,,,0:14.2,,1:09.9
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2025/06/14-5R,6,일,국5등급,1200,3,4,8,김태희,54.0,0:14.2,0:40.4,0:15.1,1:17.1,472(-6),29,1.0,6.0,8.0,9.5,,9-   -   - 7- 7- 7- 7,,,0:14.2,,,,,,0:15.1,-,,-,0:40.4,0:25.2,,0:42.8,,0:36.7,,1:02.0,1:17.1
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2025/03/16-1R,3,일,국6등급,1200,7,6,1,김태희,56.0,0:13.9,0:38.4,0:13.8,1:15.7,478(-4),-,2.0,3.0,1.0,2.5,,1-   -   - 1- 1- 1- 1,,,0:13.9,,,,,,0:13.8,-,,-,0:38.4,0:25.1,,0:43.5,,0:37.3,,1:01.9,1:15.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2025/02/16-1R,1,일,국6등급,1200,4,6,4,김태희,56.0,0:14.1,0:39.6,0:13.7,1:17.0,482(-3),-,3.0,1.0,4.0,26.6,,5-   -   - 5- 5- 5- 4,,,0:14.1,,,,,,0:13.7,-,,-,0:39.6,0:25.2,,0:43.9,,0:37.4,,1:03.3,1:17.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2025/01/23-2R,9,주,-,1000,2,-,6,조한별,54.0,0:14.8,0:38.4,0:13.3,1:04.6,485(0),-,4.0,9.0,6.0,-,6-   -   - 6- 7- 4,,,0:14.8,,,,,,,,-,,-,,0:14.8,0:38.4,0:32.7,,,0:13.3,,1:04.6
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2024/12/15-1R,1,일,국6등급,1200,8,8,12,이철경,55.0,0:13.5,0:47.5,0:18.3,1:24.0,485(6),-,5.0,1.0,12.0,55.8,,1-   -   - 2- 2- 3- 12,,,0:13.5,,,,,,0:18.3,-,,-,0:47.5,0:24.3,,0:43.0,,0:36.5,,1:05.7,1:24.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2024/11/07-1R,1,주,-,1000,6,-,6,해리카심,54.0,0:14.7,0:38.8,0:13.9,1:04.7,479(18),-,6.0,1.0,6.0,-,6-   -   - 6- 5- 5,,,0:14.7,,,,,,,,-,,-,,0:14.7,0:38.8,0:32.3,,,0:13.9,,1:04.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,5,크레이지망고,한국,수,3,29(0),54,0.0,김태희,신삼영,서창식,8,5주,망사눈,-,40.5,44.1,-15.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,5,2024/09/12-1R,1,주,-,1000,13,-,12,코지,55.0,0:18.2,0:37.1,0:12.6,1:07.8,461(0),-,7.0,1.0,12.0,-,12-   -   - 12- 12- 11,,,0:18.2,,,,,,,,-,,-,,0:18.2,0:37.1,0:37.2,,,0:12.6,,1:07.8
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2025/03/23-5R,8,일,국5등급,1700,4,6,4,이용호,53.0,0:15.3,0:41.1,0:13.8,1:53.0,486(-2),28,1.0,8.0,4.0,24.3,,10- 10- 9- 10- 8- 9- 5,,,0:15.3,,,,,,0:13.8,0:15.3,,0:28.1,0:41.1,1:04.4,,1:19.2,,1:11.9,,1:39.2,1:53.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2025/02/16-4R,9,일,국5등급,1300,4,6,9,이용호,54.0,0:14.7,0:39.9,0:14.4,1:23.7,488(-2),29,2.0,9.0,9.0,72.0,,10-   -   - 9- 9- 9- 8,,,0:14.7,,,,,,0:14.4,-,,-,0:39.9,0:31.6,,0:49.8,,0:43.8,,1:09.3,1:23.7
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2025/01/12-3R,10,일,국5등급,1400,4,5,9,씨씨웡,53.5,0:14.3,0:41.3,0:14.8,1:31.3,490(3),29,3.0,10.0,9.0,15.6,,5-   -   - 5- 6- 6- 8,,,0:14.3,,,,,,0:14.8,-,,-,0:41.3,0:37.8,,0:56.5,,0:50.0,,1:16.5,1:31.3
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/12/08-4R,2,일,국5등급,1400,13,4,7,이용호,53.0,0:14.0,0:40.1,0:14.2,1:29.6,487(2),29,4.0,2.0,7.0,19.2,,5-   -   - 6- 5- 6- 8,,,0:14.0,,,,,,0:14.2,-,,-,0:40.1,0:36.6,,0:55.6,,0:49.5,,1:15.4,1:29.6
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/11/03-3R,3,일,국6등급,1400,7,4,1,이용호,55.0,0:14.0,0:38.8,0:13.5,1:28.6,485(0),-,5.0,3.0,1.0,1.9,,5-   -   - 6- 5- 4- 3,,,0:14.0,,,,,,0:13.5,-,,-,0:38.8,0:37.3,,0:56.1,,0:49.8,,1:15.1,1:28.6
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/10/06-3R,7,일,국6등급,1400,3,3,4,이용호,55.0,0:14.1,0:38.6,0:13.6,1:29.0,485(-9),-,6.0,7.0,4.0,9.9,,7-   -   - 8- 7- 6- 5,,,0:14.1,,,,,,0:13.6,-,,-,0:38.6,0:37.7,,0:56.5,,0:50.4,,1:15.4,1:29.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/08/31-1R,5,일,국6등급,1200,4,5,7,이용호,55.0,0:14.3,0:38.5,0:13.7,1:16.0,494(1),-,7.0,5.0,7.0,7.3,,10-   -   - 8- 7- 6- 6,,,0:14.3,,,,,,0:13.7,-,,-,0:38.5,0:25.1,,0:43.3,,0:37.5,,1:02.3,1:16.0
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/07/27-1R,4,일,국6등급,1200,17,3,4,이용호,55.0,0:14.2,0:38.2,0:12.9,1:15.5,493(-7),-,8.0,4.0,4.0,24.5,,9-   -   - 9- 9- 9- 6,,,0:14.2,,,,,,0:12.9,-,,-,0:38.2,0:25.1,,0:43.6,,0:37.3,,1:02.6,1:15.5
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/07/04-2R,5,주,-,1000,12,-,7,이용호,53.0,0:14.9,0:38.4,0:12.8,1:04.6,500(-6),-,9.0,5.0,7.0,-,8-   -   - 8- 9- 10,,,0:14.9,,,,,,,,-,,-,,0:14.9,0:38.4,0:32.8,,,0:12.8,,1:04.6
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,6,애플스타일,한국,수,3,28(0),53.5,0.5,이용호,송문길,선형조,16,17주,망사눈,-,45.0,44.2,1.3,D,D,B,2025년07월19일(토),제3경주,서울,12:50,6,2024/06/07-1R,9,주,-,1000,3,-,6,송재철,54.0,0:15.4,0:39.8,0:13.9,1:07.2,506(0),-,10.0,9.0,6.0,-,7-   -   - 7- 6- 6,,,0:15.4,,,,,,,,-,,-,,0:15.4,0:39.8,0:34.0,,,0:13.9,,1:07.2
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,7,그루퍼,한국,수,5,28(-1),53.5,-1.0,장추열,정호익,배은정,8,6주,"계란형큰,망사눈",-,47.5,42.5,-5.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,7,2025/06/07-4R,4,일,국5등급,1200,3,5,8,씨씨웡,54.5,0:14.0,0:39.3,0:14.1,1:16.8,504(-4),29,1.0,4.0,8.0,8.2,,5-   -   - 6- 6- 7- 7,,,0:14.0,,,,,,0:14.1,-,,-,0:39.3,0:25.3,,0:43.6,,0:37.5,,1:02.7,1:16.8
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,7,그루퍼,한국,수,5,28(-1),53.5,-1.0,장추열,정호익,배은정,8,6주,"계란형큰,망사눈",-,47.5,42.5,-5.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,7,2025/05/15-1R,9,주,-,1000,10,-,3,씨씨웡,57.0,0:14.3,0:38.7,0:13.0,1:04.5,506(-2),29,2.0,9.0,3.0,-,2-   -   - 2- 1- 3,,,0:14.3,,,,,,,,-,,-,,0:14.3,0:38.7,0:32.5,,,0:13.0,,1:04.5
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,7,그루퍼,한국,수,5,28(-1),53.5,-1.0,장추열,정호익,배은정,8,6주,"계란형큰,망사눈",-,47.5,42.5,-5.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,7,2024/11/16-4R,1,일,국5등급,1400,3,5,11,장추열,54.0,0:14.1,0:41.4,0:15.1,1:32.4,508(-3),29,3.0,1.0,11.0,47.6,,8-   -   - 9- 9- 10- 11,,,0:14.1,,,,,,0:15.1,-,,-,0:41.4,0:37.9,,0:57.2,,0:51.0,,1:17.3,1:32.4
20250719,3,서울,12:50,국5등급,1300M,핸디캡,일반,R1~35,7,그루퍼,한국,수,5,28(-1),53.5,-1.0,장추열,정호익,배은정,8,6주,"계란형큰,망사눈",-,47.5,42.5,-5.4,D,D,D,2025년07월19일(토),제3경주,서울,12:50,7,2024/09/28-7R,1,일,국5등급,1800,5,3,10,오수철,54.0,0:14.4,0:43.9,0:14.7,2:03.2,511(12),29,4.0,1.0,10.0,23.6,,6- 6- 6- 9- 10- 11- 10,,,0:14.4,,,,,,0:14.7,0:20.3,,0:32.9,0:43.9,1:10.8,,1:27.2,,1:19.3,,1:48.5,2:03.2
